accession	status	total_energy	backbone_hbond	sidechain_hbond	vdw_clashes	electrostatics	solvation_polar	solvation_hydrophobic	entropy_mainchain	entropy_sidechain	error
Q6VVX0	success	12.49									RepairPDB_failed_using_unrepaired
Q6VY07	success	1050.66									RepairPDB_failed_using_unrepaired
Q6W0C5	success	129.23									
Q6W2J9	success	4021.56									RepairPDB_failed_using_unrepaired
Q6W349	success	73.76									
Q6W3E5	success	221.41									RepairPDB_failed_using_unrepaired
Q6W4X9	success	3842.82									RepairPDB_failed_using_unrepaired
Q6W5P4	success	-1.28									
Q6WBX8	success	216.2									
Q6WCQ1	success	1322.5									RepairPDB_failed_using_unrepaired
Q6WKZ4	success	2773.41									RepairPDB_failed_using_unrepaired
Q6WN34	success	214.48									
Q6WQI6	success	59.83									
Q6WRI0	success	3971.14									RepairPDB_failed_using_unrepaired
Q6WRX3	success	82.09									RepairPDB_failed_using_unrepaired
Q6X4T0	success	101.53									
Q6X4U4	success	162.16									
Q6X4W1	success	606.76									RepairPDB_failed_using_unrepaired
Q6X784	success	20.66									
Q6X9E4	success	-73.27									
Q6XCG6	success	97.96									
Q6XD76	success	120.91									
Q6XE24	success	429.86									
Q6XE38	success	7.61									
Q6XLA1	success	94.62									
Q6XPR3	success	1559.33									RepairPDB_failed_using_unrepaired
Q6XPS3	success	156.54									RepairPDB_failed_using_unrepaired
Q6XQN6	success	-129.71									
Q6XR72	success	366.16									RepairPDB_failed_using_unrepaired
Q6XUX3	success	183.8									RepairPDB_failed_using_unrepaired
Q6XXX2	success	84.71									
Q6XYB7	success	114.72									
Q6XYQ8	success	409.01									RepairPDB_failed_using_unrepaired
Q6XZB0	success	93.42									RepairPDB_failed_using_unrepaired
Q6XZF7	success	1702.05									RepairPDB_failed_using_unrepaired
Q6Y1H2	success	8.45									
Q6Y288	success	146.75									RepairPDB_failed_using_unrepaired
Q6Y2X3	success	1005.42									RepairPDB_failed_using_unrepaired
Q6Y7W6	success	2005.19									RepairPDB_failed_using_unrepaired
Q6YBV0	success	-0.73									
Q6YFQ2	success	-3.58									
Q6YHK3	success	413.71									RepairPDB_failed_using_unrepaired
Q6YHU6	success	307.41									RepairPDB_failed_using_unrepaired
Q6YI46	success	136.29									
Q6YL49	success	289.89									
Q6YN16	success	61.08									RepairPDB_failed_using_unrepaired
Q6YP21	success	120.97									RepairPDB_failed_using_unrepaired
Q6ZMB0	success	-20.95									
Q6ZMB5	success	83.12									
Q6ZMC9	success	157.87									
Q6ZMD2	success	-27.49									
Q6ZMG9	success	107.02									RepairPDB_failed_using_unrepaired
Q6ZMH5	success	242.56									
Q6ZMI0	success	339.54									RepairPDB_failed_using_unrepaired
Q6ZMI3	success	256.39									
Q6ZMJ2	success	292.06									RepairPDB_failed_using_unrepaired
Q6ZMJ4	success	73.79									
Q6ZMM2	success	38.77									
Q6ZMN7	success	1154.82									RepairPDB_failed_using_unrepaired
Q6ZMN8	success	121.31									
Q6ZMP0	success	950.26									RepairPDB_failed_using_unrepaired
Q6ZMQ8	success	2502.4									RepairPDB_failed_using_unrepaired
Q6ZMR3	success	-42.31									
Q6ZMR5	success	-8.51									
Q6ZMS4	success	582.89									RepairPDB_failed_using_unrepaired
Q6ZMS7	success	706.73									RepairPDB_failed_using_unrepaired
Q6ZMT1	success	379.68									
Q6ZMT4	success	1058.19									RepairPDB_failed_using_unrepaired
Q6ZMT9	success	554.05									RepairPDB_failed_using_unrepaired
Q6ZMU1	success	91.56									
Q6ZMU5	success	129.29									RepairPDB_failed_using_unrepaired
Q6ZMV5	success	344.2									RepairPDB_failed_using_unrepaired
Q6ZMV7	success	-0.7									
Q6ZMV8	success	466.38									RepairPDB_failed_using_unrepaired
Q6ZMV9	success	530.6									RepairPDB_failed_using_unrepaired
Q6ZMW2	success	782.96									RepairPDB_failed_using_unrepaired
Q6ZMW3	success	660.74									RepairPDB_failed_using_unrepaired
Q6ZMY3	success	2163.44									RepairPDB_failed_using_unrepaired
Q6ZMY6	success	154.14									
Q6ZMY9	success	505.53									RepairPDB_failed_using_unrepaired
Q6ZMZ0	success	948.98									RepairPDB_failed_using_unrepaired
Q6ZMZ3	success	232.65									RepairPDB_failed_using_unrepaired
Q6ZN01	success	460.81									
Q6ZN03	success	476.95									
Q6ZN04	success	752.24									
Q6ZN06	success	730.98									RepairPDB_failed_using_unrepaired
Q6ZN08	success	515.33									RepairPDB_failed_using_unrepaired
Q6ZN11	success	347.78									RepairPDB_failed_using_unrepaired
Q6ZN16	success	669.0									RepairPDB_failed_using_unrepaired
Q6ZN17	success	282.66									
Q6ZN18	success	610.43									
Q6ZN19	success	803.49									RepairPDB_failed_using_unrepaired
Q6ZN28	success	463.16									RepairPDB_failed_using_unrepaired
Q6ZN30	success	2066.78									RepairPDB_failed_using_unrepaired
Q6ZN32	success	407.6									
Q6ZN44	success	529.62									RepairPDB_failed_using_unrepaired
Q6ZN54	success	389.75									RepairPDB_failed_using_unrepaired
Q6ZN55	success	1085.76									RepairPDB_failed_using_unrepaired
Q6ZN57	success	445.59									RepairPDB_failed_using_unrepaired
Q6ZN66	success	61.92									RepairPDB_failed_using_unrepaired
Q6ZN68	success	-14.6									
Q6ZN79	success	188.2									
Q6ZN84	success	426.25									RepairPDB_failed_using_unrepaired
Q6ZN92	success	93.57									
Q6ZNA1	success	928.49									RepairPDB_failed_using_unrepaired
Q6ZNA4	success	2038.59									RepairPDB_failed_using_unrepaired
Q6ZNA5	success	202.68									RepairPDB_failed_using_unrepaired
Q6ZNB5	success	53.24									
Q6ZNB6	success	829.57									RepairPDB_failed_using_unrepaired
Q6ZNB7	success	83.23									RepairPDB_failed_using_unrepaired
Q6ZNC4	success	527.01									
Q6ZNC8	success	65.56									RepairPDB_failed_using_unrepaired
Q6ZNE5	success	366.23									RepairPDB_failed_using_unrepaired
Q6ZNE9	success	684.0									RepairPDB_failed_using_unrepaired
Q6ZNF0	success	-26.74									
Q6ZNG0	success	477.91									RepairPDB_failed_using_unrepaired
Q6ZNG1	success	739.38									RepairPDB_failed_using_unrepaired
Q6ZNG2	success	469.47									
Q6ZNG9	success	362.41									RepairPDB_failed_using_unrepaired
Q6ZNH5	success	491.42									RepairPDB_failed_using_unrepaired
Q6ZNI0	success	147.89									RepairPDB_failed_using_unrepaired
Q6ZNJ1	success	414.32									RepairPDB_failed_using_unrepaired
Q6ZNK6	success	-0.27									
Q6ZNL6	success	2625.55									RepairPDB_failed_using_unrepaired
Q6ZNM6	success	107.31									
Q6ZNQ3	success	-38.85									
Q6ZNR0	success	187.63									
Q6ZNW5	success	-68.42									
Q6ZNX1	success	95.62									
Q6ZP01	success	1803.07									RepairPDB_failed_using_unrepaired
Q6ZP29	success	-14.14									
Q6ZP65	success	521.42									RepairPDB_failed_using_unrepaired
Q6ZP68	success	86.68									
Q6ZP80	success	-54.44									
Q6ZP82	success	701.74									RepairPDB_failed_using_unrepaired
Q6ZPA2	success	119.17									
Q6ZPB5	success	110.89									
Q6ZPD8	success	-54.04									
Q6ZPD9	success	86.12									RepairPDB_failed_using_unrepaired
Q6ZQN5	success	413.32									
Q6ZQN7	success	235.14									RepairPDB_failed_using_unrepaired
Q6ZQQ2	success	2981.4									RepairPDB_failed_using_unrepaired
Q6ZQQ6	success	1070.22									RepairPDB_failed_using_unrepaired
Q6ZQR2	success	209.22									
Q6ZQT0	success	287.38									
Q6ZQT7	success	450.85									
Q6ZQV5	success	32.09									
Q6ZQW0	success	-90.91									
Q6ZQX7	success	702.48									RepairPDB_failed_using_unrepaired
Q6ZQY2	success	70.53									
Q6ZQY3	success	129.0									RepairPDB_failed_using_unrepaired
Q6ZQY7	success	88.56									
Q6ZR03	success	388.12									
Q6ZR08	success	384.01									RepairPDB_failed_using_unrepaired
Q6ZR37	success	561.06									RepairPDB_failed_using_unrepaired
Q6ZR52	success	563.12									RepairPDB_failed_using_unrepaired
Q6ZR54	success	259.1									
Q6ZR62	success	277.38									
Q6ZR85	success	73.9									
Q6ZRC1	success	1851.79									RepairPDB_failed_using_unrepaired
Q6ZRF7	success	45.91									
Q6ZRF8	success	476.7									RepairPDB_failed_using_unrepaired
Q6ZRG5	success	248.93									
Q6ZRH7	success	488.82									RepairPDB_failed_using_unrepaired
Q6ZRI0	success	679.65									RepairPDB_failed_using_unrepaired
Q6ZRI6	success	1780.38									RepairPDB_failed_using_unrepaired
Q6ZRI8	success	347.91									RepairPDB_failed_using_unrepaired
Q6ZRK6	success	2316.54									RepairPDB_failed_using_unrepaired
Q6ZRM9	success	391.44									
Q6ZRN7	success	289.62									
Q6ZRP0	success	231.09									
Q6ZRP5	success	260.11									
Q6ZRP7	success	345.05									RepairPDB_failed_using_unrepaired
Q6ZRQ5	success	80.1									RepairPDB_failed_using_unrepaired
Q6ZRR5	success	-68.0									
Q6ZRR7	success	652.55									RepairPDB_failed_using_unrepaired
Q6ZRS2	success	2282.51									RepairPDB_failed_using_unrepaired
Q6ZRS4	success	1892.86									RepairPDB_failed_using_unrepaired
Q6ZRT6	success	262.29									
Q6ZRU5	success	109.09									
Q6ZRV2	success	2011.81									RepairPDB_failed_using_unrepaired
Q6ZRV3	success	164.58									
Q6ZRX8	success	115.01									
Q6ZRY4	success	175.6									
Q6ZS02	success	286.62									
Q6ZS10	success	186.08									
Q6ZS11	success	365.07									RepairPDB_failed_using_unrepaired
Q6ZS17	success	1215.72									RepairPDB_failed_using_unrepaired
Q6ZS27	success	496.13									RepairPDB_failed_using_unrepaired
Q6ZS30	success	1068.7									RepairPDB_failed_using_unrepaired
Q6ZS46	success	256.81									
Q6ZS49	success	95.99									
Q6ZS52	success	180.53									
Q6ZS62	success	137.34									
Q6ZS72	success	41.05									
Q6ZS81	success	425.6									RepairPDB_failed_using_unrepaired
Q6ZS82	success	19.1									
Q6ZS86	success	52.63									RepairPDB_failed_using_unrepaired
Q6ZS92	success	121.53									
Q6ZSA7	success	79.07									
Q6ZSA8	success	185.07									
Q6ZSB3	success	100.74									
Q6ZSB9	success	1202.0									RepairPDB_failed_using_unrepaired
Q6ZSC3	success	156.17									RepairPDB_failed_using_unrepaired
Q6ZSG1	success	319.77									
Q6ZSG2	success	603.03									
Q6ZSI9	success	172.94									RepairPDB_failed_using_unrepaired
Q6ZSJ8	success	84.67									
Q6ZSJ9	success	703.96									
Q6ZSK4	success	133.8									
Q6ZSM3	success	154.69									RepairPDB_failed_using_unrepaired
Q6ZSN1	success	208.87									
Q6ZSR3	success	214.79									
Q6ZSR6	success	134.06									
Q6ZSR9	success	510.89									
Q6ZSS3	success	418.54									RepairPDB_failed_using_unrepaired
Q6ZSS7	success	749.16									RepairPDB_failed_using_unrepaired
Q6ZST2	success	83.22									
Q6ZST4	success	52.19									
Q6ZSU1	success	23.27									
Q6ZSV7	success	151.09									
Q6ZSY5	success	950.52									
Q6ZSZ5	success	1751.3									RepairPDB_failed_using_unrepaired
Q6ZSZ6	success	1997.39									RepairPDB_failed_using_unrepaired
Q6ZT07	success	767.64									RepairPDB_failed_using_unrepaired
Q6ZT12	success	648.89									RepairPDB_failed_using_unrepaired
Q6ZT21	success	-73.87									
Q6ZT52	success	192.76									
Q6ZT62	success	274.86									RepairPDB_failed_using_unrepaired
Q6ZT77	success	99.69									
Q6ZT89	success	29.78									
Q6ZT98	success	586.42									RepairPDB_failed_using_unrepaired
Q6ZTA4	success	523.51									RepairPDB_failed_using_unrepaired
Q6ZTB9	success	87.85									
Q6ZTC4	success	276.41									
Q6ZTI0	success	176.83									
Q6ZTI6	success	236.6									
Q6ZTK2	success	311.89									RepairPDB_failed_using_unrepaired
Q6ZTN6	success	266.02									RepairPDB_failed_using_unrepaired
Q6ZTQ3	success	316.49									RepairPDB_failed_using_unrepaired
Q6ZTQ4	success	739.85									RepairPDB_failed_using_unrepaired
Q6ZTR5	success	529.94									RepairPDB_failed_using_unrepaired
Q6ZTR6	success	211.29									
Q6ZTR7	success	136.76									RepairPDB_failed_using_unrepaired
Q6ZTU2	success	728.68									
Q6ZTW0	success	21.04									
Q6ZTY9	success	91.61									
Q6ZTZ1	success	196.89									
Q6ZU15	success	175.15									RepairPDB_failed_using_unrepaired
Q6ZU35	success	2302.86									RepairPDB_failed_using_unrepaired
Q6ZU45	success	99.69									
Q6ZU52	success	1079.67									RepairPDB_failed_using_unrepaired
Q6ZU64	success	1022.03									RepairPDB_failed_using_unrepaired
Q6ZU65	success	2604.63									RepairPDB_failed_using_unrepaired
Q6ZU67	success	778.78									RepairPDB_failed_using_unrepaired
Q6ZU69	success	2097.54									RepairPDB_failed_using_unrepaired
Q6ZU80	success	817.24									RepairPDB_failed_using_unrepaired
Q6ZUA9	success	397.57									RepairPDB_failed_using_unrepaired
Q6ZUB0	success	1531.61									RepairPDB_failed_using_unrepaired
Q6ZUB1	success	3273.25									RepairPDB_failed_using_unrepaired
Q6ZUF6	success	236.57									
Q6ZUG5	success	357.56									RepairPDB_failed_using_unrepaired
Q6ZUI0	success	61.84									
Q6ZUJ4	success	270.37									
Q6ZUJ8	success	784.82									RepairPDB_failed_using_unrepaired
Q6ZUK4	success	52.18									
Q6ZUL3	success	163.59									
Q6ZUM4	success	888.24									RepairPDB_failed_using_unrepaired
Q6ZUS5	success	94.19									RepairPDB_failed_using_unrepaired
Q6ZUS6	success	494.78									RepairPDB_failed_using_unrepaired
Q6ZUT1	success	417.88									
Q6ZUT3	success	743.56									RepairPDB_failed_using_unrepaired
Q6ZUT4	success	49.28									
Q6ZUT6	success	757.7									
Q6ZUT9	success	499.82									RepairPDB_failed_using_unrepaired
Q6ZUU3	success	216.36									
Q6ZUV0	success	28.68									
Q6ZUX3	success	1082.75									RepairPDB_failed_using_unrepaired
Q6ZUX7	success	1.61									
Q6ZV29	success	710.67									RepairPDB_failed_using_unrepaired
Q6ZV50	success	306.88									RepairPDB_failed_using_unrepaired
Q6ZV60	success	108.89									
Q6ZV65	success	450.94									RepairPDB_failed_using_unrepaired
Q6ZV70	success	-91.83									
Q6ZV73	success	2301.99									RepairPDB_failed_using_unrepaired
Q6ZV77	success	261.38									
Q6ZV80	success	158.87									
Q6ZV89	success	217.14									
Q6ZVC0	success	1735.55									RepairPDB_failed_using_unrepaired
Q6ZVD7	success	1638.47									RepairPDB_failed_using_unrepaired
Q6ZVD8	success	887.63									RepairPDB_failed_using_unrepaired
Q6ZVE7	success	-3.48									
Q6ZVF9	success	1477.39									
Q6ZVH6	success	70.34									
Q6ZVH7	success	648.4									RepairPDB_failed_using_unrepaired
Q6ZVK1	success	-57.7									
Q6ZVK8	success	-75.34									
Q6ZVL6	success	4119.36									RepairPDB_failed_using_unrepaired
Q6ZVL8	success	80.26									
Q6ZVM7	success	340.79									RepairPDB_failed_using_unrepaired
Q6ZVN7	success	175.94									
Q6ZVN8	success	120.17									
Q6ZVQ6	success	101.79									
Q6ZVS7	success	75.07									
Q6ZVT0	success	533.29									RepairPDB_failed_using_unrepaired
Q6ZVT6	success	897.99									
Q6ZVU0	success	82.46									
Q6ZVW7	success	64.01									
Q6ZVX7	success	15.91									
Q6ZVX9	success	-55.06									
Q6ZVZ8	success	169.22									RepairPDB_failed_using_unrepaired
Q6ZW05	success	178.18									RepairPDB_failed_using_unrepaired
Q6ZW13	success	583.46									
Q6ZW31	success	629.61									RepairPDB_failed_using_unrepaired
Q6ZW49	success	1003.19									RepairPDB_failed_using_unrepaired
Q6ZW61	success	356.17									RepairPDB_failed_using_unrepaired
Q6ZW76	success	502.4									RepairPDB_failed_using_unrepaired
Q6ZW97	success	312.98									
Q6ZWB6	success	499.93									RepairPDB_failed_using_unrepaired
Q6ZWC4	success	102.9									
Q6ZWE6	success	673.49									RepairPDB_failed_using_unrepaired
Q6ZWH5	success	733.37									RepairPDB_failed_using_unrepaired
Q6ZWI9	success	5.92									
Q6ZWJ1	success	507.46									RepairPDB_failed_using_unrepaired
Q6ZWJ8	success	637.5									RepairPDB_failed_using_unrepaired
Q6ZWK4	success	136.09									
Q6ZWK6	success	97.36									RepairPDB_failed_using_unrepaired
Q6ZWL3	success	60.4									RepairPDB_failed_using_unrepaired
Q6ZWT7	success	177.49									RepairPDB_failed_using_unrepaired
Q6ZXV5	success	165.77									RepairPDB_failed_using_unrepaired
Q6ZYL4	success	6.59									
Q701N2	success	354.23									
Q701N4	success	342.66									
Q702N8	success	3141.44									RepairPDB_failed_using_unrepaired
Q709C8	success	699.47									RepairPDB_failed_using_unrepaired
Q709F0	success	116.99									RepairPDB_failed_using_unrepaired
Q70CQ1	success	517.41									RepairPDB_failed_using_unrepaired
Q70CQ2	success	1025.17									RepairPDB_failed_using_unrepaired
Q70CQ3	success	335.37									RepairPDB_failed_using_unrepaired
Q70CQ4	success	2008.69									RepairPDB_failed_using_unrepaired
Q70E73	success	1754.77									RepairPDB_failed_using_unrepaired
Q70EK8	success	1613.09									RepairPDB_failed_using_unrepaired
Q70EK9	success	610.82									RepairPDB_failed_using_unrepaired
Q70EL1	success	3255.62									RepairPDB_failed_using_unrepaired
Q70EL2	success	706.89									RepairPDB_failed_using_unrepaired
Q70EL3	success	87.67									
Q70EL4	success	1188.48									RepairPDB_failed_using_unrepaired
Q70HW3	success	-45.11									
Q70IA6	success	20.71									
Q70IA8	success	-44.73									
Q70J99	success	167.89									RepairPDB_failed_using_unrepaired
Q70JA7	success	472.63									RepairPDB_failed_using_unrepaired
Q70SY1	success	756.73									RepairPDB_failed_using_unrepaired
Q70UQ0	success	228.83									RepairPDB_failed_using_unrepaired
Q70YC4	success	253.46									
Q70YC5	success	521.34									RepairPDB_failed_using_unrepaired
Q70Z35	success	545.77									RepairPDB_failed_using_unrepaired
Q70Z44	success	181.92									
Q70Z53	success	247.52									
Q711Q0	success	3326.28									RepairPDB_failed_using_unrepaired
Q712K3	success	33.42									
Q717R9	success	187.76									
Q719H9	success	17.56									
Q719I0	success	84.84									
Q71DI3	success	46.89									
Q71F23	success	534.29									RepairPDB_failed_using_unrepaired
Q71F56	success	2903.58									RepairPDB_failed_using_unrepaired
Q71F78	success	201.3									
Q71H61	success	919.24									RepairPDB_failed_using_unrepaired
Q71RC1	success	250.89									
Q71RC2	success	1208.91									RepairPDB_failed_using_unrepaired
Q71RC9	success	21.89									
Q71RG4	success	342.67									
Q71RG6	success	261.84									
Q71RH2	success	-1.75									
Q71RS6	success	-8.41									
Q71SY5	success	660.61									RepairPDB_failed_using_unrepaired
Q71U36	success	-12.09									
Q71UI9	success	38.55									
Q71UM5	success	23.59									
Q75LS8	success	30.85									
Q75MW2	success	99.97									
Q75N03	success	563.48									
Q75N90	success	977.55									RepairPDB_failed_using_unrepaired
Q75NE6	success	52.93									
Q75QN2	success	134.1									RepairPDB_failed_using_unrepaired
Q75T13	success	136.15									RepairPDB_failed_using_unrepaired
Q75V66	success	294.05									RepairPDB_failed_using_unrepaired
Q75VX8	success	1055.25									RepairPDB_failed_using_unrepaired
Q75WM6	success	256.73									
Q765I0	success	65.68									
Q765P7	success	951.65									RepairPDB_failed_using_unrepaired
Q76B58	success	378.64									RepairPDB_failed_using_unrepaired
Q76EJ3	success	-51.68									
Q76FK4	success	2092.68									RepairPDB_failed_using_unrepaired
Q76G19	success	1196.23									RepairPDB_failed_using_unrepaired
Q76I76	success	2732.86									RepairPDB_failed_using_unrepaired
Q76KD6	success	816.51									
Q76KP1	success	910.92									RepairPDB_failed_using_unrepaired
Q76KX8	success	807.22									RepairPDB_failed_using_unrepaired
Q76L83	success	3114.85									RepairPDB_failed_using_unrepaired
Q76LX8	success	939.43									RepairPDB_failed_using_unrepaired
Q76M96	success	1262.99									RepairPDB_failed_using_unrepaired
Q76MJ5	success	593.13									RepairPDB_failed_using_unrepaired
Q76N32	success	1092.73									
Q76N89	success	1563.57									RepairPDB_failed_using_unrepaired
Q76NI1	success	1938.56									RepairPDB_failed_using_unrepaired
Q79E92	success	20.63									
Q7DFU6	success	7.3									
Q7DFV3	success	32.61									
Q7DFV4	success	26.78									
Q7KYR7	success	176.9									RepairPDB_failed_using_unrepaired
Q7KZ85	success	1173.04									RepairPDB_failed_using_unrepaired
Q7KZF4	success	205.28									RepairPDB_failed_using_unrepaired
Q7KZI7	success	834.94									RepairPDB_failed_using_unrepaired
Q7KZN9	success	0.63									
Q7L014	success	905.81									RepairPDB_failed_using_unrepaired
Q7L099	success	177.8									RepairPDB_failed_using_unrepaired
Q7L0J3	success	250.96									RepairPDB_failed_using_unrepaired
Q7L0Q8	success	58.17									
Q7L0R7	success	490.83									
Q7L0X0	success	656.22									RepairPDB_failed_using_unrepaired
Q7L0X2	success	574.11									RepairPDB_failed_using_unrepaired
Q7L0Y3	success	221.22									RepairPDB_failed_using_unrepaired
Q7L190	success	275.38									
Q7L1I2	success	214.22									RepairPDB_failed_using_unrepaired
Q7L1Q6	success	30.65									RepairPDB_failed_using_unrepaired
Q7L1S5	success	223.66									RepairPDB_failed_using_unrepaired
Q7L1T6	success	154.31									RepairPDB_failed_using_unrepaired
Q7L1V2	success	229.71									RepairPDB_failed_using_unrepaired
Q7L1W4	success	396.78									RepairPDB_failed_using_unrepaired
Q7L211	success	-67.3									
Q7L266	success	-18.44									
Q7L273	success	-42.14									
Q7L2E3	success	310.64									RepairPDB_failed_using_unrepaired
Q7L2H7	success	191.59									RepairPDB_failed_using_unrepaired
Q7L2J0	success	798.93									RepairPDB_failed_using_unrepaired
Q7L2K0	success	279.13									
Q7L2R6	success	512.3									RepairPDB_failed_using_unrepaired
Q7L2Z9	success	117.87									
Q7L311	success	806.13									RepairPDB_failed_using_unrepaired
Q7L3B6	success	289.8									RepairPDB_failed_using_unrepaired
Q7L3S4	success	138.66									
Q7L3T8	success	142.18									RepairPDB_failed_using_unrepaired
Q7L3V2	success	396.06									
Q7L4E1	success	460.5									RepairPDB_failed_using_unrepaired
Q7L4I2	success	664.01									RepairPDB_failed_using_unrepaired
Q7L4P6	success	355.36									RepairPDB_failed_using_unrepaired
Q7L4S7	success	323.89									
Q7L513	success	133.29									
Q7L523	success	-38.94									
Q7L576	success	81.32									RepairPDB_failed_using_unrepaired
Q7L590	success	936.9									RepairPDB_failed_using_unrepaired
Q7L591	success	384.05									
Q7L592	success	172.44									RepairPDB_failed_using_unrepaired
Q7L5A3	success	555.25									
Q7L5A8	success	30.7									
Q7L5D6	success	-50.04									
Q7L5L3	success	-30.74									
Q7L5N1	success	41.46									
Q7L5N7	success	189.75									RepairPDB_failed_using_unrepaired
Q7L5Y1	success	25.5									RepairPDB_failed_using_unrepaired
Q7L5Y6	success	213.97									RepairPDB_failed_using_unrepaired
Q7L5Y9	success	86.62									RepairPDB_failed_using_unrepaired
Q7L622	success	261.24									RepairPDB_failed_using_unrepaired
Q7L775	success	92.84									RepairPDB_failed_using_unrepaired
Q7L7L0	success	35.89									
Q7L7V1	success	158.58									RepairPDB_failed_using_unrepaired
Q7L7X3	success	579.49									RepairPDB_failed_using_unrepaired
Q7L804	success	667.44									RepairPDB_failed_using_unrepaired
Q7L8A9	success	179.15									
Q7L8C5	success	276.04									
Q7L8J4	success	338.49									RepairPDB_failed_using_unrepaired
Q7L8L6	success	302.45									RepairPDB_failed_using_unrepaired
Q7L8S5	success	88.05									RepairPDB_failed_using_unrepaired
Q7L8W6	success	-26.36									
Q7L945	success	498.38									RepairPDB_failed_using_unrepaired
Q7L985	success	309.16									RepairPDB_failed_using_unrepaired
Q7L9B9	success	366.9									RepairPDB_failed_using_unrepaired
Q7L9L4	success	-35.29									
Q7LBC6	success	2484.49									RepairPDB_failed_using_unrepaired
Q7LBE3	success	278.91									RepairPDB_failed_using_unrepaired
Q7LBR1	success	16.43									
Q7LC44	success	331.08									RepairPDB_failed_using_unrepaired
Q7LDG7	success	240.51									RepairPDB_failed_using_unrepaired
Q7LDI9	success	584.27									RepairPDB_failed_using_unrepaired
Q7LFL8	success	391.05									
Q7LFX5	success	255.76									RepairPDB_failed_using_unrepaired
Q7LG56	success	48.52									RepairPDB_failed_using_unrepaired
Q7LGA3	success	77.97									RepairPDB_failed_using_unrepaired
Q7LGC8	success	153.56									RepairPDB_failed_using_unrepaired
Q7M4L6	success	445.85									
Q7RTM1	success	290.72									RepairPDB_failed_using_unrepaired
Q7RTN6	success	59.35									
Q7RTP0	success	-57.87									
Q7RTP6	success	3241.22									RepairPDB_failed_using_unrepaired
Q7RTR0	success	63.32									RepairPDB_failed_using_unrepaired
Q7RTR2	success	277.04									RepairPDB_failed_using_unrepaired
Q7RTR8	success	25.93									RepairPDB_failed_using_unrepaired
Q7RTS1	success	147.86									
Q7RTS3	success	346.47									
Q7RTS5	success	233.35									RepairPDB_failed_using_unrepaired
Q7RTS6	success	140.94									RepairPDB_failed_using_unrepaired
Q7RTS7	success	396.73									RepairPDB_failed_using_unrepaired
Q7RTS9	success	64.41									RepairPDB_failed_using_unrepaired
Q7RTT3	success	146.44									
Q7RTT4	success	165.6									
Q7RTT5	success	162.3									
Q7RTT6	success	146.62									
Q7RTT9	success	80.51									
Q7RTU0	success	177.85									
Q7RTU1	success	220.95									
Q7RTU3	success	334.49									
Q7RTU4	success	249.57									
Q7RTU5	success	315.96									
Q7RTU7	success	136.9									
Q7RTU9	success	878.67									RepairPDB_failed_using_unrepaired
Q7RTV0	success	35.33									
Q7RTV2	success	6.36									RepairPDB_failed_using_unrepaired
Q7RTV3	success	310.14									
Q7RTV5	success	21.27									
Q7RTW8	success	297.25									RepairPDB_failed_using_unrepaired
Q7RTX0	success	199.55									RepairPDB_failed_using_unrepaired
Q7RTX1	success	159.75									RepairPDB_failed_using_unrepaired
Q7RTX7	success	351.76									RepairPDB_failed_using_unrepaired
Q7RTX9	success	165.48									RepairPDB_failed_using_unrepaired
Q7RTY0	success	-29.24									
Q7RTY1	success	149.12									RepairPDB_failed_using_unrepaired
Q7RTY3	success	16.39									
Q7RTY5	success	26.4									
Q7RTY7	success	861.28									RepairPDB_failed_using_unrepaired
Q7RTY8	success	385.62									RepairPDB_failed_using_unrepaired
Q7RTY9	success	54.87									
Q7RTZ1	success	251.29									RepairPDB_failed_using_unrepaired
Q7RTZ2	success	460.73									RepairPDB_failed_using_unrepaired
Q7Z2D5	success	1017.91									RepairPDB_failed_using_unrepaired
Q7Z2E3	success	101.29									
Q7Z2F6	success	58.5									
Q7Z2G1	success	94.76									
Q7Z2H8	success	-25.51									
Q7Z2K6	success	149.32									RepairPDB_failed_using_unrepaired
Q7Z2K8	success	1975.01									
Q7Z2Q7	success	396.69									RepairPDB_failed_using_unrepaired
Q7Z2R9	success	85.95									
Q7Z2T5	success	546.21									RepairPDB_failed_using_unrepaired
Q7Z2V1	success	309.23									
Q7Z2W4	success	833.06									RepairPDB_failed_using_unrepaired
Q7Z2W7	success	318.32									RepairPDB_failed_using_unrepaired
Q7Z2W9	success	72.38									
Q7Z2X4	success	94.94									
Q7Z2X7	success	149.02									
Q7Z2Y5	success	2539.43									RepairPDB_failed_using_unrepaired
Q7Z2Y8	success	753.78									RepairPDB_failed_using_unrepaired
Q7Z2Z1	success	2642.23									RepairPDB_failed_using_unrepaired
Q7Z2Z2	success	502.4									RepairPDB_failed_using_unrepaired
Q7Z304	success	250.73									RepairPDB_failed_using_unrepaired
Q7Z309	success	383.5									
Q7Z333	success	4258.24									RepairPDB_failed_using_unrepaired
Q7Z340	success	729.36									RepairPDB_failed_using_unrepaired
Q7Z353	success	1001.33									RepairPDB_failed_using_unrepaired
Q7Z388	success	138.25									RepairPDB_failed_using_unrepaired
Q7Z392	success	200.02									RepairPDB_failed_using_unrepaired
Q7Z398	success	469.8									RepairPDB_failed_using_unrepaired
Q7Z3B0	success	-17.65									
Q7Z3B1	success	141.35									
Q7Z3B3	success	2010.19									RepairPDB_failed_using_unrepaired
Q7Z3B4	success	344.54									RepairPDB_failed_using_unrepaired
Q7Z3C6	success	482.87									RepairPDB_failed_using_unrepaired
