uniprot_id	entry_name	description	uniprot_mass	entrez_gene_id	gene_name	present_-HS	present_+HS	mitocarta	matrix	IMS	functional_category	subcategory	ibaq_-HS	ibaq_+HS	log10_ibaq_-HS	log10_ibaq_+HS	log10_ibaq_HEK293	percent_occupancy	log10_ratio	silac_ratio_coIP1	silac_ratio_coIP2	silac_ratio_coIP3	median_silac_ratio	n_silac_replicates	n_ndic_replicates	median_silac_imputed	has_quantitative_data	flag	quality_tier
Q9NYK5	RM39_HUMAN	39S ribosomal protein L39, mitochondrial (L39mt) (MRP-L39) (39S ribosomal protein L5, mitochondrial) (L5mt) (MRP-L5) (Mitochondrial large ribosomal subunit protein mL39)	38.712	54148.0	MRPL39	X	X	X	X	o	mitochondrial protein synthesis	ribosomal subunit	605930.0	556213.3333333334	5.782422455239422	5.745241395394172	7.015991333333333	0.0010802217947086	0.8241775367889691	18.692	4.886630179827991	17.807536149298382	17.807536149298382	3	0	17.807536149298382	True	candidate_substrate	Tier 1
Q9BYD1	RM13_HUMAN	39S ribosomal protein L13, mitochondrial (L13mt) (MRP-L13) (Mitochondrial large ribosomal subunit protein uL13m)	20.692	28998.0	MRPL13	X	X	X	X	o	mitochondrial protein synthesis	ribosomal subunit	593672.3333333334	270101.6666666667	5.773546810151192	5.431527264016785	7.123523333333334	0.0010583694376944	0.8104903346262442	NDIC	8.901548869503294	9.353661958656813	9.127605414080056	3	1	9.353661958656811	True	candidate_substrate	Tier 1
P04179	SODM_HUMAN	Superoxide dismutase [Mn], mitochondrial (EC 1.15.1.1)	24.75	6648.0	SOD2	X	X	X	X	o	antioxidant enzyme		587523.3333333334	692505.0	5.769025119176425	5.840422913425396	7.630876333333333	0.0010474073070594	0.7560108259094784	NDIC	12.759007859548841	NDIC	12.75900785954884	3	2	80.33859999999999	True	candidate_substrate	Tier 1
P51649	SSDH_HUMAN	Succinate-semialdehyde dehydrogenase, mitochondrial (EC 1.2.1.24) (Aldehyde dehydrogenase family 5 member A1) (NAD(+)-dependent succinic semialdehyde dehydrogenase)	57.215	7915.0	ALDH5A1	X	X	X	X	o	amino acid metabolism		586896.6666666666	407153.6666666667	5.768561642905319	5.609758350232699	6.680875333333333	0.0010462901169692	0.8634439882636117	14.449	NDIC	NDIC	14.449	3	2	80.63584821702139	True	candidate_substrate	Tier 1
Q9NVI7	ATD3A_HUMAN	ATPase family AAA domain-containing protein 3A	71.369	55210.0	ATAD3A	X	X	X	X	X	mitochondrial protein synthesis?		575276.6666666666	696600.0	5.759876759314187	5.842983470122217	7.378168	0.0010255745602968	0.7806648966673282	7.5688	8.488964346349745	3.2678670631678703	7.5688	3	0	7.5688	True	candidate_substrate	Tier 1
Q9H9J2	RM44_HUMAN	39S ribosomal protein L44, mitochondrial (L44mt) (MRP-L44) (EC 3.1.26.-) (Mitochondrial large ribosomal subunit protein mL44)	37.535	65080.0	MRPL44	X	o	X	X	o	mitochondrial protein synthesis	ribosomal subunit	558774.15	610730.0	5.7472363065831	5.78584925373494	7.067844666666666	0.0009961546963342	0.8131526055868471	NDIC	7.68403258029814	NDIC	7.68403258029814	3	2	80.33859999999999	True	candidate_substrate	Tier 1
O96000	NDUBA_HUMAN	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10 (Complex I-PDSW) (CI-PDSW) (NADH-ubiquinone oxidoreductase PDSW subunit)	20.777	4716.0	NDUFB10	X	X	X	X	o	respiratory chain	complex I subunit	555932.0	195749.0	5.74502167318128	5.29169955210627	7.214857999999999	0.0009910878530126	0.7962764718558952	NDIC	9.209799226376866	NDIC	9.209799226376866	3	2	80.33859999999999	True	candidate_substrate	Tier 1
O14874	BCKD_HUMAN	[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial (EC 2.7.11.4) (Branched-chain alpha-ketoacid dehydrogenase kinase) (BCKD-kinase) (BCKDHKIN)	46.36	10295.0	BCKDK	X	X	X	X	o	amino acid metabolism		554260.0	523863.3333333333	5.743713537430442	5.719218002020617	5.855832666666667	0.000988107094772	0.9808534267253836	14.324	7.682851874615857	5.928033671231252	7.682851874615857	3	0	7.682851874615857	True	candidate_substrate	Tier 1
Q14197	ICT1_HUMAN	Peptidyl-tRNA hydrolase ICT1, mitochondrial (EC 3.1.1.29) (39S ribosomal protein L58, mitochondrial) (MRP-L58) (Digestion substraction 1) (DS-1) (Immature colon carcinoma transcript 1 protein) (Mitochondrial large ribosomal subunit protein mL62)	23.63	3396.0	ICT1	X	o	X	X	o	mitochondrial protein synthesis	ribosomal subunit	535760.0	608720.0	5.728970285928122	5.784417571092495	6.554553000000001	0.0009551262171094	0.8740443911168498	NDIC	9.8599881680142	NDIC	9.8599881680142	3	2	80.33859999999999	True	candidate_substrate	Tier 1
Q9HC36	MRM3_HUMAN	rRNA methyltransferase 3, mitochondrial (EC 2.1.1.-) (16S rRNA (guanosine(1370)-2'-O)-methyltransferase) (16S rRNA [Gm1370] 2'-O-methyltransferase) (RNA methyltransferase-like protein 1)	47.02	55178.0	RNMTL1	X	o	X	X	o	mitochondrial protein synthesis	rRNA modification	530990.0	499943.3333333333	5.725086342200652	5.6989207815053895	5.888293333333333	0.0009466224989229	0.9722828021816144		3.2679738562091503	NDIC	3.2679738562091503	2	1	47.139637199690135	True	candidate_substrate	Tier 1
P50336	PPOX_HUMAN	Protoporphyrinogen oxidase (PPO) (EC 1.3.3.4)	50.765	5498.0	PPOX	X	X	X	X	o	enzyme co-factor metabolism		523917.4666666666	688240.0	5.719262877452529	5.837739909892654	6.303058	0.0009340139391049	0.9073790654397482	5.2616	7.21240533717995	NDIC	6.237002668589975	3	1	7.21240533717995	True	candidate_substrate	Tier 1
Q15118	PDK1_HUMAN	[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 1, mitochondrial (EC 2.7.11.2) (Pyruvate dehydrogenase kinase isoform 1) (PDH kinase 1)	49.244	5163.0	PDK1	X	X	X	X	o	pyruvate metabolism		495140.0	539903.3333333334	5.694728012329394	5.732316008789642	5.509107333333333	0.0008827109062631	1.0336934221399077	12.118	7.560864962951762	6.608948516291058	7.560864962951762	3	0	7.560864962951762	True	candidate_substrate	Tier 1
Q92506	DHB8_HUMAN	Estradiol 17-beta-dehydrogenase 8 (EC 1.1.1.62) (17-beta-hydroxysteroid dehydrogenase 8) (17-beta-HSD 8) (3-ketoacyl-[acyl-carrier-protein] reductase alpha subunit) (KAR alpha subunit) (3-oxoacyl-[acyl-carrier-protein] reductase) (EC 1.1.1.-) (Protein Ke6) (Ke-6) (Really interesting new gene 2 protein) (Short chain dehydrogenase/reductase family 30C member 1) (Testosterone 17-beta-dehydrogenase 8) (EC 1.1.1.239)	26.974	7923.0	HSD17B8	X	o	X	X	o	lipid metabolism		482002.6666666667	570270.0	5.683049440967926	5.756080525403879	4.869015	0.0008592903233723	1.1671866775863138	NDIC		NDIC		2	2	85.67495027158554	True	candidate_substrate	Tier 1
P12694	ODBA_HUMAN	2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial (EC 1.2.4.4) (Branched-chain alpha-keto acid dehydrogenase E1 component alpha chain) (BCKDE1A) (BCKDH E1-alpha)	50.471	593.0	BCKDHA	X	X	X	X	o	amino acid metabolism		478398.0	410495.0	5.679789355364176	5.613307871600077	6.568078666666668	0.0008528641033535	0.8647565968095655	17.07	6.9613644274277755	14.878074182077873	14.878074182077873	3	0	14.878074182077873	True	candidate_substrate	Tier 1
Q16795	NDUA9_HUMAN	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial (Complex I-39kD) (CI-39kD) (NADH-ubiquinone oxidoreductase 39 kDa subunit)	42.51	4704.0	NDUFA9	X	X	X	X	o	respiratory chain	complex I subunit	474010.0	383255.0	5.675787503908278	5.583487829431813	7.283607666666666	0.000845041395722	0.7792549741364359	10.714	5.77634011090573	NDIC	8.245170055452865	3	1	10.714	True	candidate_substrate	Tier 1
Q9P015	RM15_HUMAN	39S ribosomal protein L15, mitochondrial (L15mt) (MRP-L15) (Mitochondrial large ribosomal subunit protein uL15m)	33.42	29088.0	MRPL15	X	o	X	X	o	mitochondrial protein synthesis	ribosomal subunit	470933.6666666667	626620.0	5.672959738913553	5.7970042522613285	7.016434666666666	0.0008395570620292	0.8085245581868484	NDIC	11.343784740340768	NDIC	11.343784740340768	3	2	80.33859999999999	True	candidate_substrate	Tier 1
Q9HA92	RSAD1_HUMAN	Radical S-adenosyl methionine domain-containing protein 1, mitochondrial (EC 1.3.99.-) (Oxygen-independent coproporphyrinogen-III oxidase-like protein RSAD1)	48.714	55316.0	RSAD1	X	o	X	X	o	enzyme co-factor metabolism		462693.3333333333	319766.6666666667	5.665293242060077	5.50483318975031	4.498228	0.0008248666065932	1.2594499972122526	8.9704	3.6636746656896864		6.317037332844842	2	0	6.317037332844843	True	candidate_substrate	Tier 1
Q9BYD2	RM09_HUMAN	39S ribosomal protein L9, mitochondrial (L9mt) (MRP-L9) (Mitochondrial large ribosomal subunit protein bL9m)	30.243	65005.0	MRPL9	X	o	X	X	o	mitochondrial protein synthesis	ribosomal subunit	452515.0	519720.0	5.655632979804773	5.715769429777467	6.700595333333332	0.0008067211813783	0.844049326732178	NDIC	9.237875288683602	NDIC	9.237875288683602	3	2	80.33859999999999	True	candidate_substrate	Tier 1
Q8WUK0	PTPM1_HUMAN	Phosphatidylglycerophosphatase and protein-tyrosine phosphatase 1 (EC 3.1.3.27) (PTEN-like phosphatase) (Phosphoinositide lipid phosphatase) (Protein-tyrosine phosphatase mitochondrial 1) (EC 3.1.3.16) (EC 3.1.3.48)	22.844	114971.0	PTPMT1	X	X	X	X	o	lipid metabolism		452390.0	328955.0	5.655512996357708	5.51713649190635	5.334848999999999	0.0008064983376103	1.0601074175403482	8.3849	8.932559178204556	NDIC	8.658729589102279	3	1	8.932559178204556	True	candidate_substrate	Tier 1
Q96RP9	EFGM_HUMAN	Elongation factor G, mitochondrial (EF-Gmt) (Elongation factor G 1, mitochondrial) (mEF-G 1) (Elongation factor G1) (hEFG1)	83.471	85476.0	GFM1	X	X	X	X	o	mitochondrial protein synthesis	translation	418830.0	202929.0	5.622037781812512	5.307344115244324	7.092629333333332	0.0007466692427802	0.7926591842873475	7.2153	9.505703422053232	9.122422915526364	9.122422915526364	3	0	9.122422915526364	True	candidate_substrate	Tier 1
P21912	SDHB_HUMAN	Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial (EC 1.3.5.1) (Iron-sulfur subunit of complex II) (Ip)	31.63	6390.0	SDHB	X	o	X	X	o	respiratory chain	complex II subunit, tricarboxylic acid cyle	405070.0	219823.0	5.607530079972254	5.342073130537447	7.240998	0.0007221386007998	0.7744139799475506		8.385744234800839	3.1345014575431778	5.760122846172008	2	0	5.760122846172008	True	candidate_substrate	Tier 1
P47985	UCRI_HUMAN	Cytochrome b-c1 complex subunit Rieske, mitochondrial (EC 7.1.1.8) (Complex III subunit 5) (Cytochrome b-c1 complex subunit 5) (Rieske iron-sulfur protein) (RISP) (Rieske protein UQCRFS1) (Ubiquinol-cytochrome c reductase iron-sulfur subunit) [Cleaved into: Cytochrome b-c1 complex subunit 9 (Su9) (Subunit 9) (8 kDa subunit 9) (Complex III subunit IX) (Cytochrome b-c1 complex subunit 11) (Ubiquinol-cytochrome c reductase 8 kDa protein)]	29.668	7386.0	UQCRFS1	X	X	X	X	o	respiratory chain	complex III subunit	390997.0	262873.3333333333	5.592173425200357	5.419746532193925	7.132203666666666	0.0006970499580243	0.7840737150196857	13.108	8.356313194618535	NDIC	10.732156597309269	3	1	13.108	True	candidate_substrate	Tier 1
P19404	NDUV2_HUMAN	NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial (EC 1.6.99.3) (EC 7.1.1.2) (NADH-ubiquinone oxidoreductase 24 kDa subunit)	27.392	4729.0	NDUFV2	X	X	X	X	o	respiratory chain	complex I subunit	388006.6666666667	242540.3333333333	5.5888391876346	5.384783970103489	7.128529333333333	0.0006917189408439	0.7840101269557704	15.843	11.146905061809589	1.0432641649191992	11.146905061809589	3	0	11.146905061809589	True	candidate_substrate	Tier 1
O00411	RPOM_HUMAN	DNA-directed RNA polymerase, mitochondrial (MtRPOL) (EC 2.7.7.6)	138.62	5442.0	POLRMT	X	X	X	X	o	mitochondrial DNA transcription		383426.6666666667	225851.0	5.583682314028347	5.353822017826438	6.090785	0.0006835539451848	0.9167426389255814	12.115	17.571604287471445	4.312947468299836	12.115	3	0	12.115	True	candidate_substrate	Tier 1
P82933	RT09_HUMAN	28S ribosomal protein S9, mitochondrial (MRP-S9) (S9mt) (Mitochondrial small ribosomal subunit protein uS9m)	45.835	64965.0	MRPS9	X	X	X	X	o	mitochondrial protein synthesis	ribosomal subunit	383034.0	209946.0	5.5832373258146095	5.322107604649232	6.887967666666667	0.0006828539186282	0.8105783296332656	8.7785	23.43072705546053		16.104613527730265	2	0	16.104613527730265	True	candidate_substrate	Tier 1
Q12849	GRSF1_HUMAN	G-rich sequence factor 1 (GRSF-1)	53.126	2926.0	GRSF1	X	X	X	X	o	mitochondrial protein synthesis	ribosome assembly	376015.3333333333	178079.33333333334	5.575205555157124	5.25061352114721	7.1086366666666665	0.0006703413896181	0.7842861882785481	22.457	10.175217240888092	NDIC	16.316108620444048	3	1	22.457	True	candidate_substrate	Tier 1
P48735	IDHP_HUMAN	Isocitrate dehydrogenase [NADP], mitochondrial (IDH) (EC 1.1.1.42) (ICD-M) (IDP) (NADP(+)-specific ICDH) (Oxalosuccinate decarboxylase)	50.909	3418.0	IDH2	X	o	X	X	o	tricarboxylic acid cycle		373209.6666666667	275725.0	5.571952884071305	5.440476145394181	7.226105666666666	0.0006653395869643	0.7710865493946746	13.546	2.9881966233378154	NDIC	8.267098311668907	3	1	13.546	True	candidate_substrate	Tier 1
P82673	RT35_HUMAN	28S ribosomal protein S35, mitochondrial (MRP-S35) (S35mt) (28S ribosomal protein S28, mitochondrial) (MRP-S28) (S28mt) (Mitochondrial small ribosomal subunit protein mS35)	36.844	60488.0	MRPS35	X	o	X	X	o	mitochondrial protein synthesis	ribosomal subunit	370867.5	198678.45	5.569218776738988	5.298150763165984	6.837765999999999	0.0006611640890022	0.8144792870564727	NDIC	4.356349379220213	NDIC	4.356349379220213	3	2	80.33859999999999	True	candidate_substrate	Tier 1
O00330	ODPX_HUMAN	Pyruvate dehydrogenase protein X component, mitochondrial (Dihydrolipoamide dehydrogenase-binding protein of pyruvate dehydrogenase complex) (E3-binding protein) (E3BP) (Lipoyl-containing pyruvate dehydrogenase complex component X) (proX)	54.122	8050.0	PDHX	X	X	X	X	o	pyruvate metabolism		367134.0	273995.0	5.564824606047514	5.4377426376662905	6.402318666666666	0.0006545081913398	0.8691889447834703	14.725	7.9827572443522	NDIC	11.3538786221761	3	1	14.725	True	candidate_substrate	Tier 1
P49590	SYHM_HUMAN	Probable histidine--tRNA ligase, mitochondrial (EC 6.1.1.21) (Histidine--tRNA ligase-like) (Histidyl-tRNA synthetase) (HisRS)	56.888	23438.0	HARS2	X	X	X	X	o	mitochondrial protein synthesis	tRNA ligase	361045.0	267970.5	5.5575613349630455	5.428086986594503	5.748236666666666	0.0006436530257135	0.9668289002766144	NDIC	57.10370031978072		57.10370031978072	2	1	68.72115015989036	True	candidate_substrate	Tier 1
A0A087WU62	A0A087WU62_HUMAN	39S ribosomal protein L45, mitochondrial	29.348	84311.0	MRPL45	X	X	X	X	o	mitochondrial protein synthesis	ribosomal subunit	354711.10000000003	267303.6666666667	5.549874779093091	5.427004916115978	7.0125296666666666	0.0006323612645769	0.7914226453078476	NDIC	15.629884338855893	NDIC	15.629884338855891	3	2	80.33859999999999	True	candidate_substrate	Tier 1
Q9NP92	RT30_HUMAN	39S ribosomal protein S30, mitochondrial (MRP-S30) (S30mt) (Mitochondrial large ribosomal subunit protein mL65) (Mitochondrial large ribosomal subunit protein mS30) (Programmed cell death protein 9)	50.365	10884.0	MRPS30	X	o	X	X	o	mitochondrial protein synthesis	ribosomal subunit	353466.6666666667	295592.5	5.548348464341393	5.470693410609337	6.944297333333334	0.0006301427508728	0.798979104438509	NDIC	8.719916288803628		8.719916288803628	2	1	44.52925814440181	True	candidate_substrate	Tier 1
Q16762	THTR_HUMAN	Thiosulfate sulfurtransferase (EC 2.8.1.1) (Rhodanese)	33.429	7263.0	TST	X	X	X	X	o	sulfur metabolism		352168.6666666667	149364.0	5.54675071307614	5.17424593559626	6.852550666666666	0.0006278287411859	0.8094432252880057	18.736	9.780907668231611	7.9814829595338805	9.780907668231611	3	0	9.780907668231611	True	candidate_substrate	Tier 1
Q6P587	FAHD1_HUMAN	Acylpyruvase FAHD1, mitochondrial (EC 3.7.1.5) (Fumarylacetoacetate hydrolase domain-containing protein 1) (FAH domain-containing protein 1) (Oxaloacetate decarboxylase) (OAA decarboxylase) (EC 4.1.1.112) (YisK-like protein)	24.843	81889.0	FAHD1	X	X	X	X	o	?		345033.6666666667	355747.5	5.537861473433273	5.551141856781565	6.592493999999999	0.000615108818909	0.8400252580333443	NDIC	8.954154727793696	NDIC	8.954154727793696	3	2	80.33859999999999	True	candidate_substrate	Tier 1
Q8IYB8	SUV3_HUMAN	ATP-dependent RNA helicase SUPV3L1, mitochondrial (EC 3.6.4.13) (Suppressor of var1 3-like protein 1) (SUV3-like protein 1)	87.991	6832.0	SUPV3L1	X	X	X	X	o	RNA metabolism		341133.3333333333	377450.0	5.532924157916436	5.576859429707502	6.371404333333333	0.0006081554990977	0.8683994718353985	NDIC	6.813381481229134	NDIC	6.813381481229134	3	2	80.33859999999999	True	candidate_substrate	Tier 1
P23786	CPT2_HUMAN	Carnitine O-palmitoyltransferase 2, mitochondrial (EC 2.3.1.21) (Carnitine palmitoyltransferase II) (CPT II)	73.777	1376.0	CPT2	X	X	X	X	o	lipid metabolism	fatty acid oxidation	330830.0	241183.3333333333	5.519604884930403	5.382347293138702	6.733052666666667	0.0005897872301148	0.8197774706644311	44.092	21.4532426576277		32.77262132881385	2	0	32.77262132881385	True	candidate_substrate	Tier 1
P82663	RT25_HUMAN	28S ribosomal protein S25, mitochondrial (MRP-S25) (S25mt) (Mitochondrial small ribosomal subunit protein mS25)	20.116	64432.0	MRPS25	X	o	X	X	o	mitochondrial protein synthesis	ribosomal subunit	300306.6666666667	151420.0	5.477564973439103	5.180183241848227	7.005963	0.0005353717532217	0.7818432631515614	NDIC		NDIC		2	2	85.67495027158554	True	candidate_substrate	Tier 1
Q92665	RT31_HUMAN	28S ribosomal protein S31, mitochondrial (MRP-S31) (S31mt) (Imogen 38) (Mitochondrial small ribosomal subunit protein mS31)	45.318	10240.0	MRPS31	X	X	X	X	o	mitochondrial protein synthesis	ribosomal subunit	293909.0	101420.36666666664	5.46821288512158	5.0061251763264485	6.82039	0.0005239663120509	0.8017448980368542	12.354	3.8491147036181683	NDIC	8.101557351809085	3	1	12.354	True	candidate_substrate	Tier 1
Q08257	QOR_HUMAN	Quinone oxidoreductase (EC 1.6.5.5) (NADPH:quinone reductase) (Zeta-crystallin)	35.207	1429.0	CRYZ	X	o	X	X	o	detoxification?		285725.6666666667	495882.0	5.455949254702049	5.695378344139965	7.336686333333333	0.0005093774733731	0.7436530617253752	NDIC	3.9693565673004407	4.278990158322636	4.124173362811538	3	1	4.278990158322636	True	candidate_substrate	Tier 2
Q9HA77	SYCM_HUMAN	Probable cysteine--tRNA ligase, mitochondrial (EC 6.1.1.16) (Cysteinyl-tRNA synthetase) (CysRS)	62.224	79587.0	CARS2	X	X	X	X	o	mitochondrial protein synthesis	tRNA ligase	285280.0	199593.66666666663	5.455271325831279	5.300146756513692	6.287761333333333	0.000508582961059	0.8676015256672082		7.35456350665588	6.762696963549064	7.058630235102472	2	0	7.058630235102472	True	candidate_substrate	Tier 1
P28838	AMPL_HUMAN	Cytosol aminopeptidase (EC 3.4.11.1) (Leucine aminopeptidase 3) (LAP-3) (Leucyl aminopeptidase) (Peptidase S) (Proline aminopeptidase) (EC 3.4.11.5) (Prolyl aminopeptidase)	56.166	51056.0	LAP3	X	X	X	X	o	aminopeptidase		284058.06666666665	87242.33333333333	5.453407126861215	4.9407272724527385	7.292871666666667	0.0005064045592331	0.7477722598337987	8.1493	8.938946992044338	6.42756138321121	8.1493	3	0	8.1493	True	candidate_substrate	Tier 1
Q9UMS0	NFU1_HUMAN	NFU1 iron-sulfur cluster scaffold homolog, mitochondrial (HIRA-interacting protein 5)	28.463	27247.0	NFU1	X	X	X	X	o	enzyme co-factor metabolism		270206.6666666667	167465.66666666666	5.4316960599370425	5.223925782682773	6.664524	0.0004817109738895	0.8150163552471328	10.926	11.721405630963265		11.323702815481631	2	0	11.323702815481631	True	candidate_substrate	Tier 1
P13073	COX41_HUMAN	Cytochrome c oxidase subunit 4 isoform 1, mitochondrial (Cytochrome c oxidase polypeptide IV) (Cytochrome c oxidase subunit IV isoform 1) (COX IV-1)	19.577	1327.0	COX4I1	X	X	X	X	X	respiratory chain	complex IV subunit	269980.3333333333	190114.0	5.43133212921124	5.279014099500219	8.063006	0.000481307478107	0.6736113217838657	NDIC	11.835720203574388	NDIC	11.835720203574388	3	2	80.33859999999999	True	candidate_substrate	Tier 1
Q9UIJ7	KAD3_HUMAN	GTP:AMP phosphotransferase AK3, mitochondrial (EC 2.7.4.10) (Adenylate kinase 3) (AK 3) (Adenylate kinase 3 alpha-like 1)	25.565	50808.0	AK3	X	X	X	X	o	enzyme co-factor metabolism		269259.3333333333	217788.3333333333	5.430170766175819	5.33803461139467	6.875441	0.0004800221152532	0.7897923589448036		9.43040362127499	NDIC	9.43040362127499	2	1	50.220852082223054	True	candidate_substrate	Tier 1
Q9NUJ1	ABHDA_HUMAN	Mycophenolic acid acyl-glucuronide esterase, mitochondrial (EC 3.1.1.93) (Alpha/beta hydrolase domain-containing protein 10) (Abhydrolase domain-containing protein 10)	33.933	55347.0	ABHD10	X	o	X	X	X	detoxification?		246653.3333333333	366090.0	5.392086988999421	5.563587865991245	7.22466	0.0004397212654996	0.7463447399600011	NDIC	10.327697852871617	NDIC	10.327697852871616	3	2	80.33859999999999	True	candidate_substrate	Tier 1
Q96CB9	NSUN4_HUMAN	5-methylcytosine rRNA methyltransferase NSUN4 (EC 2.1.1.-) (NOL1/NOP2/Sun domain family member 4)	43.089	387338.0	NSUN4	X	o	X	X	o	mitochondrial protein synthesis	ribosome assembly	245987.8	273195.0	5.390913568387662	5.436472746648292	6.273707000000001	0.0004385347858538	0.8592867930216793	NDIC	4.631344942571323	6.340752013188765	5.486048477880043	3	1	6.340752013188765	True	candidate_substrate	Tier 1
O43181	NDUS4_HUMAN	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial (Complex I-18 kDa) (CI-18 kDa) (Complex I-AQDQ) (CI-AQDQ) (NADH-ubiquinone oxidoreductase 18 kDa subunit)	20.108	4724.0	NDUFS4	X	o	X	X	o	respiratory chain	complex I subunit	242922.3333333333	245872.0	5.385467443984052	5.390709073928331	7.189353666666666	0.0004330698247126	0.7490892357895389	NDIC	8.702462796971544		8.702462796971544	2	1	44.520531398485765	True	candidate_substrate	Tier 1
P09001	RM03_HUMAN	39S ribosomal protein L3, mitochondrial (L3mt) (MRP-L3) (Mitochondrial large ribosomal subunit protein uL3m)	38.633	11222.0	MRPL3	X	X	X	X	o	mitochondrial protein synthesis	ribosomal subunit	239580.0	205185.0	5.379450560577981	5.312145608606736	4.89689	0.0004271112794816	1.0985442925158582	12.332	8.276090374906893	NDIC	10.304045187453449	3	1	12.332	True	candidate_substrate	Tier 1
Q969Z0	FAKD4_HUMAN	FAST kinase domain-containing protein 4 (Cell cycle progression restoration protein 2) (Cell cycle progression protein 2) (Protein TBRG4) (Transforming growth factor beta regulator 4)	70.738	9238.0	TBRG4	X	o	X	X	o	mRNA processing		237462.3333333333	402690.0	5.375594730917446	5.6049708449073	6.875933666666666	0.0004233360089268	0.7817985151569157	NDIC	6.757213325224677	NDIC	6.757213325224677	3	2	80.33859999999999	True	candidate_substrate	Tier 1
P22830	HEMH_HUMAN	Ferrochelatase, mitochondrial (EC 4.99.1.1) (Heme synthase) (Protoheme ferro-lyase)	47.862	2235.0	FECH	X	X	X	X	o	enzyme co-factor metabolism	heme biosynthesis	230475.3333333333	199065.66666666663	5.362624451762722	5.2989963626743855	6.737799666666667	0.0004108799336712	0.7959014392031822		6.541077969649399	9.813542688910696	8.177310329280047	2	0	8.177310329280047	True	candidate_substrate	Tier 1
Q8N4T8	CBR4_HUMAN	Carbonyl reductase family member 4 (EC 1.-.-.-) (3-ketoacyl-[acyl-carrier-protein] reductase beta subunit) (KAR beta subunit) (3-oxoacyl-[acyl-carrier-protein] reductase) (EC 1.1.1.-) (Quinone reductase CBR4) (Short chain dehydrogenase/reductase family 45C member 1)	25.301	84869.0	CBR4	X	o	X	X	o	lipid metabolism	mitochondrial fatty acid synthesis	229306.66666666663	162420.0	5.360416681221251	5.210639506154149	5.188788	0.000408796493003	1.033076834363102		NDIC	NDIC		2	2	85.82357438009626	True	candidate_substrate	Tier 1
Q4G176	ACSF3_HUMAN	Acyl-CoA synthetase family member 3, mitochondrial (EC 6.2.1.-)	64.13	197322.0	ACSF3	X	X	X	X	o	lipid metabolism	mitochondrial fatty acid synthesis	228965.0	204569.5	5.359769100381021	5.310840883681642	6.028839333333334	0.0004081873867038	0.8890217177868653	NDIC	4.96524329692155	6.252344629235964	5.608793963078757	3	1	6.252344629235964	True	candidate_substrate	Tier 1
Q9BT17	MTG1_HUMAN	Mitochondrial ribosome-associated GTPase 1 (GTP-binding protein 7) (Mitochondrial GTPase 1)	37.237	92170.0	MTG1	X	X	X	X	o	mitochondrial protein synthesis	ribosome assembly	219888.3333333333	298800.0	5.342202187508278	5.475380593143361	5.547545	0.0003920059578974	0.962984921710104	NDIC	14.107954064501566	NDIC	14.107954064501566	3	2	80.33859999999999	True	candidate_substrate	Tier 1
O75616	ERAL1_HUMAN	GTPase Era, mitochondrial (H-ERA) (hERA) (Conserved ERA-like GTPase) (CEGA) (ERA-W) (ERA-like protein 1)	48.35	26284.0	ERAL1	X	o	X	X	o	mitochondrial protein synthesis	ribosome assembly	214740.0	240800.0	5.331912948773648	5.381656482585787	6.366585333333333	0.0003828277659065	0.8374839367749486	NDIC		NDIC		2	2	85.67495027158554	True	candidate_substrate	Tier 1
Q8WW59	SPRY4_HUMAN	SPRY domain-containing protein 4	23.129	283377.0	SPRYD4	X	X	X	X	o	?		214262.0	198781.5	5.330945154459138	5.298375963452769	6.584697666666667	0.0003819756113377	0.809596039837284	NDIC	22.973190286935147	NDIC	22.973190286935147	3	2	80.33859999999999	True	candidate_substrate	Tier 1
Q6NVY1	HIBCH_HUMAN	3-hydroxyisobutyryl-CoA hydrolase, mitochondrial (EC 3.1.2.4) (3-hydroxyisobutyryl-coenzyme A hydrolase) (HIB-CoA hydrolase) (HIBYL-CoA-H)	43.482	26275.0	HIBCH	X	X	X	X	o	amino acid metabolism		211854.0	175086.6	5.326036668297016	5.243252909254507	7.076975	0.0003776827489911	0.7525866162162529	4.9157	20.172678124747843	8.578536501672815	8.578536501672815	3	0	8.578536501672815	True	candidate_substrate	Tier 1
Q5JTZ9	SYAM_HUMAN	Alanine--tRNA ligase, mitochondrial (EC 6.1.1.7) (Alanyl-tRNA synthetase) (AlaRS)	107.34	57505.0	AARS2	X	X	X	X	o	mitochondrial protein synthesis	tRNA ligase	207968.0	144522.0	5.317996515286977	5.15993396301883	6.310789333333335	0.0003707549819318	0.8426832578925639	16.83	6.543217954590068		11.686608977295034	2	0	11.686608977295034	True	candidate_substrate	Tier 1
