uniprot_accession	model_path	model_version	file_size_bytes	has_structure	source_dataset	residues_modeled	mean_plddt	min_plddt	fraction_plddt_gt70
P26602	data/raw/alphafold/pilot/AF-P26602-F1-model_v6.cif	v6	165654	True	groel	165	93.25	51.44	0.9758
P27105	data/raw/alphafold/pilot/AF-P27105-F1-model_v6.cif	v6	268602	True	mito	288	84.34	35.72	0.816
P27144	data/raw/alphafold/pilot/AF-P27144-F1-model_v6.cif	v6	217888	True	hsp60,matrix,mito	223	91.37	35.91	0.9731
P27249	data/raw/alphafold/pilot/AF-P27249-F1-model_v6.cif	v6	835170	True	groel	890	90.62	27.89	0.9573
P27294	data/raw/alphafold/pilot/AF-P27294-F1-model_v6.cif	v6	217259	True	groel	216	94.0	57.5	0.9861
P27305	data/raw/alphafold/pilot/AF-P27305-F1-model_v6.cif	v6	296879	True	groel	308	91.56	34.19	0.9156
P27306	data/raw/alphafold/pilot/AF-P27306-F1-model_v6.cif	v6	429708	True	groel	466	94.82	44.31	0.9893
P27338	data/raw/alphafold/pilot/AF-P27338-F1-model_v6.cif	v6	487648	True	mito	520	95.6	46.97	0.975
P27695	data/raw/alphafold/pilot/AF-P27695-F1-model_v6.cif	v6	301043	True	matrix,mito	318	90.46	31.62	0.8711
P28288	data/raw/alphafold/pilot/AF-P28288-F1-model_v6.cif	v6	616633	True	mito	659	82.9	22.89	0.8574
P28330	data/raw/alphafold/pilot/AF-P28330-F1-model_v6.cif	v6	397073	True	mito	430	92.83	27.2	0.9209
P28331	data/raw/alphafold/pilot/AF-P28331-F1-model_v6.cif	v6	652577	True	hsp60,mito	727	92.73	33.16	0.9505
P28838	data/raw/alphafold/pilot/AF-P28838-F1-model_v6.cif	v6	466666	True	hsp60,matrix,mito	519	94.21	29.7	0.9345
P29012	data/raw/alphafold/pilot/AF-P29012-F1-model_v6.cif	v6	328312	True	groel	356	97.4	60.25	0.9972
P29368	data/raw/alphafold/pilot/AF-P29368-F1-model_v6.cif	v6	269337	True	groel	286	97.6	87.25	1.0
P29680	data/raw/alphafold/pilot/AF-P29680-F1-model_v6.cif	v6	330593	True	groel	354	97.68	66.62	0.9972
P29803	data/raw/alphafold/pilot/AF-P29803-F1-model_v6.cif	v6	358139	True	matrix,mito	388	94.14	30.05	0.9278
P30038	data/raw/alphafold/pilot/AF-P30038-F1-model_v6.cif	v6	512378	True	matrix,mito	563	96.2	31.66	0.9627
P30041	data/raw/alphafold/pilot/AF-P30041-F1-model_v6.cif	v6	216853	True	mito	224	96.62	43.88	0.9866
P30042			0	False	matrix,mito				
P30044	data/raw/alphafold/pilot/AF-P30044-F1-model_v6.cif	v6	193745	True	matrix,mito	214	85.32	38.94	0.7523
P30048	data/raw/alphafold/pilot/AF-P30048-F1-model_v6.cif	v6	238338	True	hsp60,matrix,mito	256	84.74	32.16	0.7617
P30049	data/raw/alphafold/pilot/AF-P30049-F1-model_v6.cif	v6	155986	True	hsp60,mito	168	84.86	41.66	0.7917
P30084	data/raw/alphafold/pilot/AF-P30084-F1-model_v6.cif	v6	266385	True	hsp60,matrix,mito	290	91.69	36.41	0.8931
P30137	data/raw/alphafold/pilot/AF-P30137-F1-model_v6.cif	v6	200659	True	groel	211	95.97	49.75	0.9905
P30139	data/raw/alphafold/pilot/AF-P30139-F1-model_v6.cif	v6	232256	True	groel	256	93.09	46.19	0.9258
P30140	data/raw/alphafold/pilot/AF-P30140-F1-model_v6.cif	v6	362110	True	groel	377	94.76	37.31	0.9629
P30177	data/raw/alphafold/pilot/AF-P30177-F1-model_v6.cif	v6	296607	True	groel	320	96.03	72.0	1.0
P30405	data/raw/alphafold/pilot/AF-P30405-F1-model_v6.cif	v6	192263	True	hsp60,matrix,mito	207	88.29	33.38	0.7923
P30536	data/raw/alphafold/pilot/AF-P30536-F1-model_v6.cif	v6	166283	True	mito	169	66.31	35.84	0.4142
P30745	data/raw/alphafold/pilot/AF-P30745-F1-model_v6.cif	v6	315001	True	groel	329	93.34	43.06	0.9696
P30837	data/raw/alphafold/pilot/AF-P30837-F1-model_v6.cif	v6	475687	True	hsp60,matrix,mito	517	95.5	27.58	0.9555
P31040	data/raw/alphafold/pilot/AF-P31040-F1-model_v6.cif	v6	599302	True	hsp60,mito	664	93.96	29.03	0.9232
P31057	data/raw/alphafold/pilot/AF-P31057-F1-model_v6.cif	v6	242429	True	groel	264	97.61	75.69	1.0
P31327	data/raw/alphafold/pilot/AF-P31327-F1-model_v6.cif	v6	1398756	True	matrix,mito	1500	93.81	26.56	0.9527
P31666	data/raw/alphafold/pilot/AF-P31666-F1-model_v6.cif	v6	389393	True	groel	409	92.46	30.77	0.9389
P31930	data/raw/alphafold/pilot/AF-P31930-F1-model_v6.cif	v6	437175	True	hsp60,mito	480	91.45	29.25	0.9229
P31937	data/raw/alphafold/pilot/AF-P31937-F1-model_v6.cif	v6	298028	True	matrix,mito	336	90.65	31.0	0.872
P31979	data/raw/alphafold/pilot/AF-P31979-F1-model_v6.cif	v6	411977	True	groel	445	94.71	41.72	0.9551
P32119	data/raw/alphafold/pilot/AF-P32119-F1-model_v6.cif	v6	192515	True	mito	198	97.73	44.31	0.9899
P32322	data/raw/alphafold/pilot/AF-P32322-F1-model_v6.cif	v6	282507	True	matrix,mito	319	89.81	31.55	0.8558
P32677	data/raw/alphafold/pilot/AF-P32677-F1-model_v6.cif	v6	273047	True	groel	283	86.28	36.91	0.9081
P32695	data/raw/alphafold/pilot/AF-P32695-F1-model_v6.cif	v6	323254	True	groel	345	93.21	30.64	0.9391
P33121	data/raw/alphafold/pilot/AF-P33121-F1-model_v6.cif	v6	640702	True	mito	698	90.3	43.84	0.9312
P33232	data/raw/alphafold/pilot/AF-P33232-F1-model_v6.cif	v6	359369	True	groel	396	92.39	37.97	0.9495
P33316	data/raw/alphafold/pilot/AF-P33316-F1-model_v6.cif	v6	228702	True	matrix,mito	252	74.3	36.69	0.5595
P33371	data/raw/alphafold/pilot/AF-P33371-F1-model_v6.cif	v6	297594	True	groel	315	96.77	59.72	0.981
P33599	data/raw/alphafold/pilot/AF-P33599-F1-model_v6.cif	v6	563472	True	groel	596	92.43	27.97	0.9715
P33667	data/raw/alphafold/pilot/AF-P33667-F1-model_v6.cif	v6	343813	True	groel	364	95.2	34.53	0.9835
P33897	data/raw/alphafold/pilot/AF-P33897-F1-model_v6.cif	v6	677577	True	mito	745	80.61	24.92	0.804
P34897	data/raw/alphafold/pilot/AF-P34897-F1-model_v6.cif	v6	464428	True	hsp60,matrix,mito	504	93.29	34.94	0.9167
P34913	data/raw/alphafold/pilot/AF-P34913-F1-model_v6.cif	v6	516364	True	mito	555	93.32	28.75	0.973
P35218	data/raw/alphafold/pilot/AF-P35218-F1-model_v6.cif	v6	295774	True	matrix,mito	305	84.51	24.34	0.7967
P35232	data/raw/alphafold/pilot/AF-P35232-F1-model_v6.cif	v6	253526	True	hsp60,mito	272	89.27	46.16	0.9522
P35270	data/raw/alphafold/pilot/AF-P35270-F1-model_v6.cif	v6	240337	True	mito	261	96.71	39.16	0.9923
P35914	data/raw/alphafold/pilot/AF-P35914-F1-model_v6.cif	v6	291121	True	matrix,mito	325	91.98	38.25	0.8954
P36404	data/raw/alphafold/pilot/AF-P36404-F1-model_v6.cif	v6	182137	True	hsp60,mito	184	94.32	50.41	0.9402
P36542	data/raw/alphafold/pilot/AF-P36542-F1-model_v6.cif	v6	277295	True	hsp60,mito	298	87.9	32.19	0.8926
P36548	data/raw/alphafold/pilot/AF-P36548-F1-model_v6.cif	v6	267383	True	groel	289	83.21	30.47	0.7612
P36551	data/raw/alphafold/pilot/AF-P36551-F1-model_v6.cif	v6	415416	True	hsp60,mito	454	78.65	22.34	0.7335
P36776	data/raw/alphafold/pilot/AF-P36776-F1-model_v6.cif	v6	867059	True	hsp60,matrix,mito	959	76.7	24.31	0.7581
P36928	data/raw/alphafold/pilot/AF-P36928-F1-model_v6.cif	v6	411831	True	groel	450	94.27	55.16	0.9911
P36957	data/raw/alphafold/pilot/AF-P36957-F1-model_v6.cif	v6	404506	True	hsp60,matrix,mito	453	76.43	32.34	0.6821
P36969			0	False	mito				
P37326	data/raw/alphafold/pilot/AF-P37326-F1-model_v6.cif	v6	368675	True	groel	385	90.41	42.19	0.9429
P37339	data/raw/alphafold/pilot/AF-P37339-F1-model_v6.cif	v6	385016	True	groel	422	93.21	45.12	0.9692
P37685	data/raw/alphafold/pilot/AF-P37685-F1-model_v6.cif	v6	468420	True	groel	512	96.48	36.38	0.9805
P37745	data/raw/alphafold/pilot/AF-P37745-F1-model_v6.cif	v6	186674	True	groel	185	97.58	68.44	0.9946
P37765	data/raw/alphafold/pilot/AF-P37765-F1-model_v6.cif	v6	277965	True	groel	291	90.55	37.41	0.921
P38104	data/raw/alphafold/pilot/AF-P38104-F1-model_v6.cif	v6	384483	True	groel	404	96.62	45.66	0.9752
P38117	data/raw/alphafold/pilot/AF-P38117-F1-model_v6.cif	v6	238014	True	hsp60,matrix,mito	255	96.16	59.94	0.9961
P38646	data/raw/alphafold/pilot/AF-P38646-F1-model_v6.cif	v6	604346	True	matrix,mito	679	85.96	26.69	0.8822
P39177	data/raw/alphafold/pilot/AF-P39177-F1-model_v6.cif	v6	142366	True	groel	142	89.19	51.59	0.8803
P39210	data/raw/alphafold/pilot/AF-P39210-F1-model_v6.cif	v6	172355	True	mito	176	90.38	58.56	0.9886
P39406	data/raw/alphafold/pilot/AF-P39406-F1-model_v6.cif	v6	318310	True	groel	343	93.67	39.81	0.9534
P39407	data/raw/alphafold/pilot/AF-P39407-F1-model_v6.cif	v6	335227	True	groel	357	85.04	35.69	0.7983
P39408	data/raw/alphafold/pilot/AF-P39408-F1-model_v6.cif	v6	247274	True	groel	259	97.11	53.75	0.9923
P40305	data/raw/alphafold/pilot/AF-P40305-F1-model_v6.cif	v6	106817	True	mito	122	53.63	34.84	0.0656
P40926	data/raw/alphafold/pilot/AF-P40926-F1-model_v6.cif	v6	299865	True	hsp60,matrix,mito	338	93.47	38.59	0.929
P40939	data/raw/alphafold/pilot/AF-P40939-F1-model_v6.cif	v6	680114	True	hsp60,mito	763	92.42	24.31	0.9528
P41250	data/raw/alphafold/pilot/AF-P41250-F1-model_v6.cif	v6	680496	True	matrix,mito	739	86.12	24.34	0.8917
P42126	data/raw/alphafold/pilot/AF-P42126-F1-model_v6.cif	v6	277996	True	hsp60,matrix,mito	302	89.63	29.92	0.8675
P42574	data/raw/alphafold/pilot/AF-P42574-F1-model_v6.cif	v6	266901	True	mito	277	85.83	25.19	0.8195
P42596	data/raw/alphafold/pilot/AF-P42596-F1-model_v6.cif	v6	355842	True	groel	378	94.26	29.0	0.9497
P42704	data/raw/alphafold/pilot/AF-P42704-F1-model_v6.cif	v6	1327780	True	hsp60,matrix,mito	1394	77.05	21.8	0.8314
P42765	data/raw/alphafold/pilot/AF-P42765-F1-model_v6.cif	v6	353077	True	hsp60,matrix,mito	397	97.53	66.5	0.9975
P43155	data/raw/alphafold/pilot/AF-P43155-F1-model_v6.cif	v6	582455	True	mito	626	94.62	30.98	0.9505
P43304	data/raw/alphafold/pilot/AF-P43304-F1-model_v6.cif	v6	662549	True	mito	727	86.27	27.59	0.8693
P43329	data/raw/alphafold/pilot/AF-P43329-F1-model_v6.cif	v6	1259635	True	groel	1300	87.3	40.53	0.9438
P43897	data/raw/alphafold/pilot/AF-P43897-F1-model_v6.cif	v6	298452	True	hsp60,matrix,mito	325	87.94	33.0	0.8431
P45577	data/raw/alphafold/pilot/AF-P45577-F1-model_v6.cif	v6	221775	True	groel	232	74.47	35.81	0.6983
P45578	data/raw/alphafold/pilot/AF-P45578-F1-model_v6.cif	v6	169765	True	groel	171	96.52	68.69	0.9942
P45880	data/raw/alphafold/pilot/AF-P45880-F1-model_v6.cif	v6	268071	True	mito	294	92.03	32.06	0.9592
P45954	data/raw/alphafold/pilot/AF-P45954-F1-model_v6.cif	v6	394734	True	matrix,mito	432	91.59	31.08	0.8843
P46199	data/raw/alphafold/pilot/AF-P46199-F1-model_v6.cif	v6	666973	True	matrix,mito	727	84.23	24.92	0.8459
P47985	data/raw/alphafold/pilot/AF-P47985-F1-model_v6.cif	v6	254226	True	hsp60,mito	274	80.76	25.92	0.7153
P48047	data/raw/alphafold/pilot/AF-P48047-F1-model_v6.cif	v6	200569	True	hsp60,mito	213	84.01	38.59	0.8873
P48201	data/raw/alphafold/pilot/AF-P48201-F1-model_v6.cif	v6	132172	True	mito	142	71.59	28.08	0.5563
P48728	data/raw/alphafold/pilot/AF-P48728-F1-model_v6.cif	v6	367208	True	matrix,mito	403	93.68	31.44	0.9231
P48735	data/raw/alphafold/pilot/AF-P48735-F1-model_v6.cif	v6	422157	True	hsp60,matrix,mito	452	91.87	37.03	0.9115
P49189	data/raw/alphafold/pilot/AF-P49189-F1-model_v6.cif	v6	446442	True	hsp60,matrix,mito	494	98.28	86.5	1.0
P49247	data/raw/alphafold/pilot/AF-P49247-F1-model_v6.cif	v6	282581	True	matrix,mito	311	83.72	28.88	0.7588
P49327	data/raw/alphafold/pilot/AF-P49327-F1-model_v6.cif	v6	2312634	True	mito	2511	85.45	21.67	0.8881
P49406	data/raw/alphafold/pilot/AF-P49406-F1-model_v6.cif	v6	283502	True	hsp60,matrix,mito	292	83.89	32.03	0.7671
P49411	data/raw/alphafold/pilot/AF-P49411-F1-model_v6.cif	v6	415136	True	hsp60,matrix,mito	455	85.03	24.72	0.8857
P49419	data/raw/alphafold/pilot/AF-P49419-F1-model_v6.cif	v6	485673	True	hsp60,matrix,mito	539	95.16	32.06	0.9443
P49448	data/raw/alphafold/pilot/AF-P49448-F1-model_v6.cif	v6	507598	True	matrix,mito	558	90.2	25.89	0.8889
P49590	data/raw/alphafold/pilot/AF-P49590-F1-model_v6.cif	v6	469318	True	hsp60,matrix,mito	506	88.08	30.94	0.8676
P49675	data/raw/alphafold/pilot/AF-P49675-F1-model_v6.cif	v6	269208	True	mito	285	82.57	33.31	0.7439
P49748	data/raw/alphafold/pilot/AF-P49748-F1-model_v6.cif	v6	578415	True	hsp60,mito	655	90.25	24.41	0.887
P49753	data/raw/alphafold/pilot/AF-P49753-F1-model_v6.cif	v6	444659	True	matrix,mito	483	89.14	27.47	0.8571
P49773	data/raw/alphafold/pilot/AF-P49773-F1-model_v6.cif	v6	124800	True	mito	126	96.17	60.97	0.9921
P49789	data/raw/alphafold/pilot/AF-P49789-F1-model_v6.cif	v6	150922	True	matrix,mito	147	95.24	67.25	0.9796
P49821	data/raw/alphafold/pilot/AF-P49821-F1-model_v6.cif	v6	423966	True	hsp60,mito	464	93.38	22.61	0.9397
P49914	data/raw/alphafold/pilot/AF-P49914-F1-model_v6.cif	v6	201119	True	matrix,mito	203	95.08	32.66	0.9754
P49916	data/raw/alphafold/pilot/AF-P49916-F1-model_v6.cif	v6	947911	True	matrix,mito	1009	75.35	24.97	0.7225
P50213	data/raw/alphafold/pilot/AF-P50213-F1-model_v6.cif	v6	331417	True	hsp60,matrix,mito	366	90.66	22.88	0.9098
P50336	data/raw/alphafold/pilot/AF-P50336-F1-model_v6.cif	v6	425230	True	hsp60,mito	477	95.28	43.84	0.979
P50416	data/raw/alphafold/pilot/AF-P50416-F1-model_v6.cif	v6	722974	True	mito	773	92.43	30.61	0.9521
P50440	data/raw/alphafold/pilot/AF-P50440-F1-model_v6.cif	v6	403630	True	matrix,mito	423	89.65	29.66	0.8534
P50583	data/raw/alphafold/pilot/AF-P50583-F1-model_v6.cif	v6	149428	True	matrix,mito	147	94.96	58.0	0.966
P51398	data/raw/alphafold/pilot/AF-P51398-F1-model_v6.cif	v6	381299	True	hsp60,matrix,mito	398	85.03	28.08	0.8819
P51530	data/raw/alphafold/pilot/AF-P51530-F1-model_v6.cif	v6	1009898	True	matrix,mito	1060	87.8	25.64	0.9236
P51553	data/raw/alphafold/pilot/AF-P51553-F1-model_v6.cif	v6	357794	True	hsp60,matrix,mito	393	88.65	27.33	0.8728
P51648	data/raw/alphafold/pilot/AF-P51648-F1-model_v6.cif	v6	455274	True	mito	485	96.64	51.03	0.9732
P51649	data/raw/alphafold/pilot/AF-P51649-F1-model_v6.cif	v6	475545	True	hsp60,matrix,mito	535	91.91	30.67	0.9009
P51659	data/raw/alphafold/pilot/AF-P51659-F1-model_v6.cif	v6	656961	True	mito	736	88.99	23.92	0.9117
P51687	data/raw/alphafold/pilot/AF-P51687-F1-model_v6.cif	v6	502241	True	mito	545	84.69	26.78	0.8275
P51970	data/raw/alphafold/pilot/AF-P51970-F1-model_v6.cif	v6	175048	True	hsp60,mito	172	93.92	52.88	0.9884
P52758	data/raw/alphafold/pilot/AF-P52758-F1-model_v6.cif	v6	131795	True	matrix,mito	137	97.0	60.88	0.9927
P52815	data/raw/alphafold/pilot/AF-P52815-F1-model_v6.cif	v6	184659	True	matrix,mito	198	66.9	33.47	0.5202
P53007	data/raw/alphafold/pilot/AF-P53007-F1-model_v6.cif	v6	286816	True	mito	311	74.72	23.97	0.7942
P53370	data/raw/alphafold/pilot/AF-P53370-F1-model_v6.cif	v6	300926	True	matrix,mito	316	86.68	26.62	0.8544
P53396	data/raw/alphafold/pilot/AF-P53396-F1-model_v6.cif	v6	1018875	True	matrix,mito	1101	92.26	26.97	0.9391
P53597	data/raw/alphafold/pilot/AF-P53597-F1-model_v6.cif	v6	306326	True	hsp60,matrix,mito	346	91.42	33.59	0.8815
P53701	data/raw/alphafold/pilot/AF-P53701-F1-model_v6.cif	v6	259212	True	mito	268	77.34	29.66	0.7015
P54098	data/raw/alphafold/pilot/AF-P54098-F1-model_v6.cif	v6	1173024	True	hsp60,matrix,mito	1239	78.97	23.8	0.7837
P54819	data/raw/alphafold/pilot/AF-P54819-F1-model_v6.cif	v6	226910	True	hsp60,mito	239	90.33	36.94	0.9163
P54868	data/raw/alphafold/pilot/AF-P54868-F1-model_v6.cif	v6	469656	True	matrix,mito	508	91.95	30.11	0.9055
P54886	data/raw/alphafold/pilot/AF-P54886-F1-model_v6.cif	v6	714909	True	hsp60,matrix,mito	795	84.17	23.67	0.8352
P55084	data/raw/alphafold/pilot/AF-P55084-F1-model_v6.cif	v6	427582	True	hsp60,mito	474	91.13	32.28	0.9093
P55211	data/raw/alphafold/pilot/AF-P55211-F1-model_v6.cif	v6	385984	True	mito	416	80.32	23.95	0.7909
P55789	data/raw/alphafold/pilot/AF-P55789-F1-model_v6.cif	v6	200762	True	mito	205	76.86	32.34	0.5902
P55809	data/raw/alphafold/pilot/AF-P55809-F1-model_v6.cif	v6	468019	True	matrix,mito	520	91.91	29.83	0.9038
P55851	data/raw/alphafold/pilot/AF-P55851-F1-model_v6.cif	v6	279631	True	mito	309	62.52	32.19	0.1521
P55916	data/raw/alphafold/pilot/AF-P55916-F1-model_v6.cif	v6	287021	True	mito	312	62.68	35.19	0.1603
P55957	data/raw/alphafold/pilot/AF-P55957-F1-model_v6.cif	v6	189356	True	mito	195	62.97	32.72	0.3641
P56134	data/raw/alphafold/pilot/AF-P56134-F1-model_v6.cif	v6	98501	True	mito	94	75.29	45.88	0.6489
P56181	data/raw/alphafold/pilot/AF-P56181-F1-model_v6.cif	v6	108921	True	mito	108	71.44	36.31	0.4722
P56277	data/raw/alphafold/pilot/AF-P56277-F1-model_v6.cif	v6	72812	True	mito	68	86.32	41.25	0.8971
P56378	data/raw/alphafold/pilot/AF-P56378-F1-model_v6.cif	v6	65397	True	mito	58	86.48	50.16	0.9483
P56381	data/raw/alphafold/pilot/AF-P56381-F1-model_v6.cif	v6	58908	True	mito	51	86.1	61.78	0.9412
P56385	data/raw/alphafold/pilot/AF-P56385-F1-model_v6.cif	v6	74158	True	mito	69	91.71	54.53	0.9565
P56556	data/raw/alphafold/pilot/AF-P56556-F1-model_v6.cif	v6	135301	True	hsp60,mito	128	87.49	45.0	0.875
P56962	data/raw/alphafold/pilot/AF-P56962-F1-model_v6.cif	v6	280857	True	mito	302	69.07	33.22	0.4636
P57105	data/raw/alphafold/pilot/AF-P57105-F1-model_v6.cif	v6	143124	True	mito	145	78.73	36.81	0.6345
P58557	data/raw/alphafold/pilot/AF-P58557-F1-model_v6.cif	v6	169433	True	matrix,mito	167	96.22	58.31	0.988
P59942	data/raw/alphafold/pilot/AF-P59942-F1-model_v6.cif	v6	118881	True	mito	119	65.44	37.84	0.3193
P60602	data/raw/alphafold/pilot/AF-P60602-F1-model_v6.cif	v6	75817	True	mito	79	78.67	36.59	0.8228
P60716	data/raw/alphafold/pilot/AF-P60716-F1-model_v6.cif	v6	303613	True	groel	321	91.64	40.16	0.9688
P61517	data/raw/alphafold/pilot/AF-P61517-F1-model_v6.cif	v6	215489	True	groel	220	94.76	49.22	0.9727
P61604	data/raw/alphafold/pilot/AF-P61604-F1-model_v6.cif	v6	102473	True	matrix,mito	102	87.63	36.41	0.9412
P62072	data/raw/alphafold/pilot/AF-P62072-F1-model_v6.cif	v6	91807	True	mito	90	93.39	53.66	0.9444
P62244	data/raw/alphafold/pilot/AF-P62244-F1-model_v6.cif	v6	133737	True	hsp60	130	93.07	54.38	0.9923
P62269	data/raw/alphafold/pilot/AF-P62269-F1-model_v6.cif	v6	157182	True	hsp60	152	88.67	45.69	0.9079
P62593	data/raw/alphafold/pilot/AF-P62593-F1-model_v6.cif	v6	267539	True	groel	286	94.85	44.53	0.9161
P62707	data/raw/alphafold/pilot/AF-P62707-F1-model_v6.cif	v6	245118	True	groel	250	95.94	51.28	0.98
P63020	data/raw/alphafold/pilot/AF-P63020-F1-model_v6.cif	v6	183136	True	groel	191	84.62	35.88	0.8482
P64530	data/raw/alphafold/pilot/AF-P64530-F1-model_v6.cif	v6	91481	True	groel	90	93.57	62.94	0.9778
P64588	data/raw/alphafold/pilot/AF-P64588-F1-model_v6.cif	v6	200595	True	groel	207	78.55	27.94	0.7343
P68767	data/raw/alphafold/pilot/AF-P68767-F1-model_v6.cif	v6	455086	True	groel	503	96.32	50.12	0.994
P69408	data/raw/alphafold/pilot/AF-P69408-F1-model_v6.cif	v6	204767	True	groel	216	88.74	29.11	0.912
P69776	data/raw/alphafold/pilot/AF-P69776-F1-model_v6.cif	v6	76575	True	groel	78	85.34	53.31	0.7179
P69783	data/raw/alphafold/pilot/AF-P69783-F1-model_v6.cif	v6	162476	True	groel	169	92.76	43.75	0.8935
P69908	data/raw/alphafold/pilot/AF-P69908-F1-model_v6.cif	v6	437847	True	groel	466	96.07	41.41	0.9657
P75736	data/raw/alphafold/pilot/AF-P75736-F1-model_v6.cif	v6	244326	True	groel	254	98.05	84.12	1.0
P75821	data/raw/alphafold/pilot/AF-P75821-F1-model_v6.cif	v6	320431	True	groel	337	93.42	44.72	0.9852
P75823	data/raw/alphafold/pilot/AF-P75823-F1-model_v6.cif	v6	307993	True	groel	333	98.65	87.31	1.0
P75849	data/raw/alphafold/pilot/AF-P75849-F1-model_v6.cif	v6	206829	True	groel	215	97.14	44.94	0.9767
P75864	data/raw/alphafold/pilot/AF-P75864-F1-model_v6.cif	v6	647606	True	groel	702	92.5	28.62	0.953
P75949	data/raw/alphafold/pilot/AF-P75949-F1-model_v6.cif	v6	316524	True	groel	341	95.82	54.88	0.9648
P76071	data/raw/alphafold/pilot/AF-P76071-F1-model_v6.cif	v6	316387	True	groel	326	92.58	37.06	0.9847
P76085	data/raw/alphafold/pilot/AF-P76085-F1-model_v6.cif	v6	406736	True	groel	437	91.29	27.31	0.9519
P76104	data/raw/alphafold/pilot/AF-P76104-F1-model_v6.cif	v6	599804	True	groel	653	93.4	36.5	0.9556
P76116	data/raw/alphafold/pilot/AF-P76116-F1-model_v6.cif	v6	325366	True	groel	353	92.59	40.81	0.9093
P76143	data/raw/alphafold/pilot/AF-P76143-F1-model_v6.cif	v6	270522	True	groel	291	96.32	44.81	0.9691
P76187	data/raw/alphafold/pilot/AF-P76187-F1-model_v6.cif	v6	285821	True	groel	298	98.29	83.12	1.0
P76250	data/raw/alphafold/pilot/AF-P76250-F1-model_v6.cif	v6	293340	True	groel	307	90.63	36.97	0.9446
P76344	data/raw/alphafold/pilot/AF-P76344-F1-model_v6.cif	v6	213318	True	groel	216	90.43	34.22	0.8657
P76550	data/raw/alphafold/pilot/AF-P76550-F1-model_v6.cif	v6	252477	True	groel	269	68.32	27.86	0.6022
P77333	data/raw/alphafold/pilot/AF-P77333-F1-model_v6.cif	v6	283541	True	groel	299	88.73	31.94	0.8997
P77395	data/raw/alphafold/pilot/AF-P77395-F1-model_v6.cif	v6	269263	True	groel	284	93.99	30.98	0.9894
P77444	data/raw/alphafold/pilot/AF-P77444-F1-model_v6.cif	v6	372745	True	groel	406	98.06	62.72	0.9951
P77475	data/raw/alphafold/pilot/AF-P77475-F1-model_v6.cif	v6	181949	True	groel	188	95.02	68.94	0.9947
P77581	data/raw/alphafold/pilot/AF-P77581-F1-model_v6.cif	v6	368333	True	groel	406	97.69	47.25	0.9901
P77730	data/raw/alphafold/pilot/AF-P77730-F1-model_v6.cif	v6	439519	True	groel	468	92.98	39.84	0.9808
P77735	data/raw/alphafold/pilot/AF-P77735-F1-model_v6.cif	v6	308078	True	groel	324	95.13	62.34	0.9815
P77739	data/raw/alphafold/pilot/AF-P77739-F1-model_v6.cif	v6	276897	True	groel	286	95.66	60.09	0.9895
P78537	data/raw/alphafold/pilot/AF-P78537-F1-model_v6.cif	v6	152124	True	mito	153	89.03	46.34	0.8105
P78540	data/raw/alphafold/pilot/AF-P78540-F1-model_v6.cif	v6	325226	True	matrix,mito	354	92.77	33.0	0.9011
P78549	data/raw/alphafold/pilot/AF-P78549-F1-model_v6.cif	v6	283606	True	mito	304	82.58	27.75	0.7533
P80404	data/raw/alphafold/pilot/AF-P80404-F1-model_v6.cif	v6	466932	True	matrix,mito	500	93.76	29.58	0.924
P82650	data/raw/alphafold/pilot/AF-P82650-F1-model_v6.cif	v6	344565	True	hsp60,matrix,mito	360	81.86	25.28	0.8139
P82663	data/raw/alphafold/pilot/AF-P82663-F1-model_v6.cif	v6	176073	True	hsp60,matrix,mito	173	92.46	59.19	0.9769
P82664	data/raw/alphafold/pilot/AF-P82664-F1-model_v6.cif	v6	198026	True	matrix,mito	201	78.7	30.64	0.6766
P82673	data/raw/alphafold/pilot/AF-P82673-F1-model_v6.cif	v6	308812	True	hsp60,matrix,mito	323	84.78	35.75	0.8328
P82675	data/raw/alphafold/pilot/AF-P82675-F1-model_v6.cif	v6	401832	True	hsp60,matrix,mito	430	81.89	30.92	0.7721
P82909	data/raw/alphafold/pilot/AF-P82909-F1-model_v6.cif	v6	105589	True	hsp60,matrix,mito	103	73.73	40.88	0.5825
P82912	data/raw/alphafold/pilot/AF-P82912-F1-model_v6.cif	v6	180823	True	matrix,mito	194	82.91	41.5	0.7062
P82914	data/raw/alphafold/pilot/AF-P82914-F1-model_v6.cif	v6	252487	True	hsp60,matrix,mito	257	78.42	30.11	0.6848
P82921	data/raw/alphafold/pilot/AF-P82921-F1-model_v6.cif	v6	95512	True	matrix,mito	87	96.3	68.44	0.9885
P82930	data/raw/alphafold/pilot/AF-P82930-F1-model_v6.cif	v6	221101	True	hsp60,matrix,mito	218	81.88	41.62	0.8119
P82932	data/raw/alphafold/pilot/AF-P82932-F1-model_v6.cif	v6	126817	True	hsp60,matrix,mito	125	92.68	54.53	0.968
P82933	data/raw/alphafold/pilot/AF-P82933-F1-model_v6.cif	v6	380511	True	hsp60,matrix,mito	396	82.06	27.56	0.7879
P83111	data/raw/alphafold/pilot/AF-P83111-F1-model_v6.cif	v6	501549	True	mito	547	78.91	24.77	0.7185
P84085	data/raw/alphafold/pilot/AF-P84085-F1-model_v6.cif	v6	179724	True	mito	180	86.13	38.97	0.8556
P86397	data/raw/alphafold/pilot/AF-P86397-F1-model_v6.cif	v6	163464	True	matrix,mito	168	85.33	34.62	0.7738
