accession	n_domains	top_superfamily	source
Q6PK81	10	3.30.160.60	InterPro_Gene3D
Q6PKC3	2	3.40.30.10	InterPro_Gene3D
Q6PKG0	1	1.10.10.10	InterPro_Gene3D
Q6PKH6	1	3.40.50.720	InterPro_Gene3D
Q6PKX4	2	2.30.29.30	InterPro_Gene3D
Q6PL18	5	1.10.8.60	InterPro_Gene3D
Q6PL24	2	2.60.120.680	InterPro_Gene3D
Q6PL45	1	3.30.390.150	InterPro_Gene3D
Q6PML9	2	1.20.1510.10	CATH_pilot
Q6PUV4	1	1.20.5.580	InterPro_Gene3D
Q6PXP3	1	1.20.1250.20	InterPro_Gene3D
Q6Q0C0	4	2.130.10.10	InterPro_Gene3D
Q6Q0C1	2	1.50.40.10	CATH_pilot
Q6Q4G3	4	1.10.390.10	InterPro_Gene3D
Q6Q6R5	2	2.10.110.10	InterPro_Gene3D
Q6Q788	2	1.20.120.20	InterPro_Gene3D
Q6Q8B3	2	2.60.40.10	InterPro_Gene3D
Q6QEF8	1	2.130.10.10	InterPro_Gene3D
Q6QHF9	5	3.50.50.60	InterPro_Gene3D
Q6QHK4	1	4.10.280.10	InterPro_Gene3D
Q6QN14	1	3.90.70.10	InterPro_Gene3D
Q6QNK2	3	1.20.1070.10	InterPro_Gene3D
Q6R2W3	2	1.10.4020.10	InterPro_Gene3D
Q6R6M4	1	3.90.70.10	InterPro_Gene3D
Q6RFH5	2	2.130.10.10	InterPro_Gene3D
Q6RFH8	2	1.10.10.60	InterPro_Gene3D
Q6RI45	5	1.20.920.10	InterPro_Gene3D
Q6RSH7	1	2.60.40.780	InterPro_Gene3D
Q6S545	1	1.25.40.20	InterPro_Gene3D
Q6S5H5	1	1.25.40.20	InterPro_Gene3D
Q6S5L8	2	2.30.29.30	InterPro_Gene3D
Q6S8J3	6	1.25.40.20	InterPro_Gene3D
Q6S8J7	1	1.25.40.20	InterPro_Gene3D
Q6S9Z5	4	3.30.160.60	InterPro_Gene3D
Q6SA08	1	1.10.510.10	InterPro_Gene3D
Q6SJ93	2	2.40.10.10	InterPro_Gene3D
Q6SJ96	3	3.30.310.10	InterPro_Gene3D
Q6SPF0	1	1.10.150.50	InterPro_Gene3D
Q6STE5	1	1.10.245.10	InterPro_Gene3D
Q6SZW1	4	1.10.150.50	InterPro_Gene3D
Q6T310	1	3.40.50.300	InterPro_Gene3D
Q6T311	1	3.40.50.300	InterPro_Gene3D
Q6T423	1	1.20.1250.20	InterPro_Gene3D
Q6T4P5	1	1.20.144.10	InterPro_Gene3D
Q6T4R5	1	1.20.5.340	InterPro_Gene3D
Q6TDP4	4	1.25.40.420	InterPro_Gene3D
Q6TFL3	1	1.10.287.1490	InterPro_Gene3D
Q6TFL4	3	1.25.40.420	InterPro_Gene3D
Q6TGC4	3	2.60.40.1700	InterPro_Gene3D
Q6U736	1	1.20.1070.10	InterPro_Gene3D
Q6U7Q0	11	3.30.160.60	InterPro_Gene3D
Q6U841	3	1.10.287.570	InterPro_Gene3D
Q6UB28	1	3.90.230.10	CATH_pilot
Q6UB35	6	1.10.8.770	CATH_pilot
Q6UB98	1	1.25.40.20	InterPro_Gene3D
Q6UB99	1	1.25.40.20	InterPro_Gene3D
Q6UDR6	1	4.10.410.10	InterPro_Gene3D
Q6UVJ0	1	2.170.210.20	InterPro_Gene3D
Q6UVK1	2	2.60.120.200	InterPro_Gene3D
Q6UVM3	3	1.10.287.70	InterPro_Gene3D
Q6UVW9	1	3.10.100.10	InterPro_Gene3D
Q6UVY6	2	2.60.120.230	InterPro_Gene3D
Q6UW01	1	2.60.120.40	InterPro_Gene3D
Q6UW02	1	1.10.630.10	InterPro_Gene3D
Q6UW15	1	3.10.100.10	InterPro_Gene3D
Q6UW60	4	2.10.220.10	InterPro_Gene3D
Q6UW63	1	2.60.40.10	InterPro_Gene3D
Q6UW88	1	2.10.25.10	InterPro_Gene3D
Q6UWB1	3	2.60.40.10	InterPro_Gene3D
Q6UWB4	1	2.40.10.10	InterPro_Gene3D
Q6UWE0	3	1.10.150.50	InterPro_Gene3D
Q6UWE3	1	2.10.80.10	InterPro_Gene3D
Q6UWF7	1	2.60.40.10	InterPro_Gene3D
Q6UWJ1	1	1.20.1530.20	InterPro_Gene3D
Q6UWL2	5	2.10.25.10	InterPro_Gene3D
Q6UWL6	5	2.60.40.10	InterPro_Gene3D
Q6UWM5	1	3.40.33.10	InterPro_Gene3D
Q6UWM7	1	3.20.20.80	InterPro_Gene3D
Q6UWM9	2	3.40.50.2000	InterPro_Gene3D
Q6UWN5	1	2.10.60.10	InterPro_Gene3D
Q6UWN8	1	3.30.60.30	InterPro_Gene3D
Q6UWP2	1	3.40.50.720	InterPro_Gene3D
Q6UWQ5	1	1.10.530.10	InterPro_Gene3D
Q6UWR7	3	3.30.1360.180	InterPro_Gene3D
Q6UWU2	4	2.60.120.260	InterPro_Gene3D
Q6UWV2	1	2.60.40.10	InterPro_Gene3D
Q6UWV6	3	3.30.1360.180	InterPro_Gene3D
Q6UWW0	1	2.40.128.20	InterPro_Gene3D
Q6UWW8	1	3.40.50.1820	InterPro_Gene3D
Q6UWX4	1	2.120.10.30	InterPro_Gene3D
Q6UWY0	1	3.40.720.10	InterPro_Gene3D
Q6UWY2	4	2.40.10.10	InterPro_Gene3D
Q6UX04	1	2.40.100.10	InterPro_Gene3D
Q6UX07	1	3.40.50.720	InterPro_Gene3D
Q6UX15	1	3.10.100.10	InterPro_Gene3D
Q6UX27	1	2.60.40.10	InterPro_Gene3D
Q6UX41	3	2.60.120.920	InterPro_Gene3D
Q6UX53	1	3.40.50.150	InterPro_Gene3D
Q6UX72	1	3.90.550.50	InterPro_Gene3D
Q6UXB3	1	2.10.60.10	InterPro_Gene3D
Q6UXB4	1	3.10.100.10	InterPro_Gene3D
Q6UXB8	1	3.40.33.10	InterPro_Gene3D
Q6UXC1	8	2.60.120.200	InterPro_Gene3D
Q6UXD5	8	2.10.70.10	InterPro_Gene3D
Q6UXD7	2	1.20.1250.20	InterPro_Gene3D
Q6UXE8	3	2.60.120.920	InterPro_Gene3D
Q6UXF7	3	2.10.25.10	InterPro_Gene3D
Q6UXG2	1	2.10.50.10	InterPro_Gene3D
Q6UXG3	1	2.60.40.10	InterPro_Gene3D
Q6UXG8	3	2.60.120.920	InterPro_Gene3D
Q6UXH1	2	2.10.220.10	InterPro_Gene3D
Q6UXH8	2	2.10.25.10	InterPro_Gene3D
Q6UXH9	5	2.10.25.10	InterPro_Gene3D
Q6UXI7	3	2.170.130.20	InterPro_Gene3D
Q6UXI9	6	2.10.25.10	InterPro_Gene3D
Q6UXK2	3	2.60.40.10	InterPro_Gene3D
Q6UXK5	5	2.60.40.10	InterPro_Gene3D
Q6UXL0	2	2.60.40.10	InterPro_Gene3D
Q6UXM1	5	2.60.40.10	InterPro_Gene3D
Q6UXN2	1	2.60.40.10	InterPro_Gene3D
Q6UXN7	1	1.20.960.10	CATH_pilot
Q6UXN8	1	3.10.100.10	InterPro_Gene3D
Q6UXN9	2	2.130.10.10	InterPro_Gene3D
Q6UXP3	1	1.10.10.1740	InterPro_Gene3D
Q6UXR4	4	2.30.39.10	InterPro_Gene3D
Q6UXS0	1	3.10.100.10	InterPro_Gene3D
Q6UXS9	3	1.10.533.10	InterPro_Gene3D
Q6UXT6	1	1.20.1070.10	InterPro_Gene3D
Q6UXT9	1	3.40.50.1820	InterPro_Gene3D
Q6UXU4	2	1.20.140.150	InterPro_Gene3D
Q6UXX5	1	3.40.50.410	InterPro_Gene3D
Q6UXX9	2	2.10.220.10	InterPro_Gene3D
Q6UXY1	2	1.20.1270.60	InterPro_Gene3D
Q6UXZ0	2	2.60.40.10	InterPro_Gene3D
Q6UXZ3	1	2.60.40.10	InterPro_Gene3D
Q6UXZ4	6	1.10.533.10	InterPro_Gene3D
Q6UY01	2	3.80.10.10	InterPro_Gene3D
Q6UY09	4	2.60.40.10	InterPro_Gene3D
Q6UY11	5	2.10.25.10	InterPro_Gene3D
Q6UY13	1	2.60.120.40	InterPro_Gene3D
Q6UY14	7	2.20.100.10	InterPro_Gene3D
Q6UY18	2	2.60.40.10	InterPro_Gene3D
Q6V0I7	42	2.10.25.10	InterPro_Gene3D
Q6V0L0	1	1.10.630.10	InterPro_Gene3D
Q6V1P9	27	2.60.40.60	InterPro_Gene3D
Q6V1X1	2	2.140.10.30	InterPro_Gene3D
Q6V9R5	9	3.30.160.60	InterPro_Gene3D
Q6VAB6	5	1.10.150.50	InterPro_Gene3D
Q6VB84	1	1.10.10.10	InterPro_Gene3D
Q6VMQ6	1	2.60.40.10	InterPro_Gene3D
Q6VN20	1	2.60.120.920	InterPro_Gene3D
Q6VVB1	2	2.120.10.30	InterPro_Gene3D
Q6VVX0	1	1.10.630.10	InterPro_Gene3D
Q6W2J9	2	1.25.40.20	InterPro_Gene3D
Q6W3E5	1	3.20.20.190	InterPro_Gene3D
Q6W4X9	3	2.10.25.10	InterPro_Gene3D
Q6W5P4	1	1.20.1070.10	InterPro_Gene3D
Q6WBX8	1	3.70.10.10	InterPro_Gene3D
Q6WCQ1	2	2.30.29.30	InterPro_Gene3D
Q6WKZ4	2	1.20.5.2440	InterPro_Gene3D
Q6WN34	3	2.10.70.10	InterPro_Gene3D
Q6WRI0	14	2.60.40.10	InterPro_Gene3D
Q6WRX3	2	1.25.10.10	InterPro_Gene3D
Q6X4U4	1	2.10.90.10	InterPro_Gene3D
Q6X4W1	1	1.20.5.1190	InterPro_Gene3D
Q6X784	1	2.60.40.10	InterPro_Gene3D
Q6X9E4	2	1.20.1280.50	InterPro_Gene3D
Q6XD76	1	4.10.280.10	InterPro_Gene3D
Q6XE24	2	3.30.70.330	InterPro_Gene3D
Q6XPR3	1	1.10.238.10	InterPro_Gene3D
Q6XPS3	3	1.20.120.350	InterPro_Gene3D
Q6XQN6	3	3.20.140.10	InterPro_Gene3D
Q6XR72	2	1.20.1510.10	InterPro_Gene3D
Q6XUX3	1	1.10.510.10	InterPro_Gene3D
Q6XYB7	1	1.10.10.60	InterPro_Gene3D
Q6XYQ8	2	2.60.40.150	InterPro_Gene3D
Q6XZB0	1	3.40.50.1820	InterPro_Gene3D
Q6XZF7	8	1.20.1270.60	InterPro_Gene3D
Q6Y288	2	3.90.550.50	InterPro_Gene3D
Q6Y2X3	1	1.10.287.110	InterPro_Gene3D
Q6Y7W6	1	3.30.1490.40	InterPro_Gene3D
Q6YFQ2	1	1.10.10.140	CATH_pilot
Q6YHK3	12	1.50.10.20	InterPro_Gene3D
Q6YN16	2	3.30.1050.10	CATH_pilot
Q6YP21	2	3.40.640.10	CATH_pilot
Q6ZMB0	1	3.90.550.50	InterPro_Gene3D
Q6ZMC9	2	2.60.40.10	InterPro_Gene3D
Q6ZMD2	1	1.20.1250.20	InterPro_Gene3D
Q6ZMG9	1	1.10.10.60	InterPro_Gene3D
Q6ZMI3	1	1.20.5.320	InterPro_Gene3D
Q6ZMJ2	1	3.10.250.10	InterPro_Gene3D
Q6ZMJ4	1	1.20.1250.80	InterPro_Gene3D
Q6ZMM2	3	2.20.100.10	InterPro_Gene3D
Q6ZMN7	3	2.30.42.10	InterPro_Gene3D
Q6ZMN8	2	1.10.472.10	InterPro_Gene3D
Q6ZMP0	8	2.20.100.10	InterPro_Gene3D
Q6ZMQ8	2	1.10.510.10	InterPro_Gene3D
Q6ZMR3	2	3.40.50.720	InterPro_Gene3D
Q6ZMR5	5	2.40.10.10	InterPro_Gene3D
Q6ZMS4	13	3.30.160.60	InterPro_Gene3D
Q6ZMS7	5	3.30.160.60	InterPro_Gene3D
Q6ZMT1	2	2.30.30.40	InterPro_Gene3D
Q6ZMT4	3	1.20.58.1360	InterPro_Gene3D
Q6ZMT9	2	1.10.533.10	InterPro_Gene3D
Q6ZMU1	3	1.50.10.20	InterPro_Gene3D
Q6ZMU5	3	2.60.120.920	InterPro_Gene3D
Q6ZMV5	1	2.30.29.30	InterPro_Gene3D
Q6ZMV8	13	3.30.160.60	InterPro_Gene3D
Q6ZMV9	1	3.40.850.10	InterPro_Gene3D
Q6ZMW2	15	3.30.160.60	InterPro_Gene3D
Q6ZMW3	9	2.130.10.10	InterPro_Gene3D
Q6ZMY3	1	1.10.472.30	InterPro_Gene3D
Q6ZMY6	3	2.130.10.10	InterPro_Gene3D
Q6ZMY9	11	3.30.160.60	InterPro_Gene3D
Q6ZMZ0	3	1.20.120.1750	InterPro_Gene3D
Q6ZMZ3	3	1.20.58.60	InterPro_Gene3D
Q6ZN01	1	1.10.720.30	InterPro_Gene3D
Q6ZN04	3	3.30.1370.10	InterPro_Gene3D
Q6ZN06	16	3.30.160.60	InterPro_Gene3D
Q6ZN08	15	3.30.160.60	InterPro_Gene3D
Q6ZN11	7	3.30.160.60	InterPro_Gene3D
Q6ZN16	2	1.10.510.10	InterPro_Gene3D
Q6ZN17	2	2.40.50.140	InterPro_Gene3D
Q6ZN18	2	3.30.160.60	InterPro_Gene3D
Q6ZN19	23	3.30.160.60	InterPro_Gene3D
Q6ZN28	1	2.60.220.30	InterPro_Gene3D
Q6ZN30	3	3.30.160.60	InterPro_Gene3D
Q6ZN32	1	1.10.10.10	InterPro_Gene3D
Q6ZN44	5	1.10.533.10	InterPro_Gene3D
Q6ZN54	1	3.30.60.20	InterPro_Gene3D
Q6ZN55	13	3.30.160.60	InterPro_Gene3D
Q6ZN57	13	3.30.160.60	InterPro_Gene3D
Q6ZN66	2	1.20.1000.10	InterPro_Gene3D
Q6ZN79	7	3.30.160.60	InterPro_Gene3D
Q6ZN92	1	2.70.40.10	InterPro_Gene3D
Q6ZNA1	26	3.30.160.60	InterPro_Gene3D
Q6ZNA4	1	3.30.40.10	InterPro_Gene3D
Q6ZNA5	2	1.20.120.1770	InterPro_Gene3D
Q6ZNB5	1	2.60.120.260	InterPro_Gene3D
Q6ZNE9	2	1.20.58.900	InterPro_Gene3D
Q6ZNF0	2	2.60.40.380	InterPro_Gene3D
Q6ZNG0	9	3.30.160.60	InterPro_Gene3D
Q6ZNG1	20	3.30.160.60	InterPro_Gene3D
Q6ZNG2	1	1.10.10.60	InterPro_Gene3D
Q6ZNG9	1	3.30.420.10	InterPro_Gene3D
Q6ZNH5	14	3.30.160.60	InterPro_Gene3D
Q6ZNJ1	7	1.10.1540.10	InterPro_Gene3D
Q6ZNK6	1	2.60.200.20	InterPro_Gene3D
Q6ZNL6	4	1.20.900.10	InterPro_Gene3D
Q6ZNQ3	2	3.80.10.10	InterPro_Gene3D
Q6ZP01	1	3.30.70.330	InterPro_Gene3D
Q6ZP29	2	1.20.1280.290	InterPro_Gene3D
Q6ZP80	1	1.20.140.150	InterPro_Gene3D
Q6ZP82	4	1.20.58.60	InterPro_Gene3D
Q6ZQN5	1	1.10.10.10	InterPro_Gene3D
Q6ZQN7	2	1.20.1250.20	InterPro_Gene3D
Q6ZQQ6	3	2.130.10.10	InterPro_Gene3D
Q6ZQV5	1	6.10.140.140	InterPro_Gene3D
Q6ZQW0	1	1.20.58.480	InterPro_Gene3D
Q6ZQY2	1	3.80.10.10	InterPro_Gene3D
Q6ZQY3	3	3.40.640.10	InterPro_Gene3D
Q6ZR08	15	1.10.287.2620	InterPro_Gene3D
Q6ZR37	2	1.20.900.10	InterPro_Gene3D
Q6ZR52	21	3.30.160.60	InterPro_Gene3D
Q6ZRF7	2	3.30.160.60	InterPro_Gene3D
Q6ZRF8	3	1.20.58.1540	InterPro_Gene3D
Q6ZRI0	4	2.10.25.10	InterPro_Gene3D
Q6ZRI8	1	1.10.555.10	InterPro_Gene3D
Q6ZRP7	4	1.20.120.1960	InterPro_Gene3D
Q6ZRR7	8	3.80.10.10	InterPro_Gene3D
Q6ZRS2	2	3.40.50.10810	InterPro_Gene3D
Q6ZRV2	1	3.30.870.10	InterPro_Gene3D
Q6ZRY4	1	3.30.70.330	InterPro_Gene3D
Q6ZS02	1	1.20.120.1240	InterPro_Gene3D
Q6ZS10	1	3.10.100.10	InterPro_Gene3D
Q6ZS11	1	1.20.1050.80	InterPro_Gene3D
Q6ZS17	1	1.25.10.10	InterPro_Gene3D
Q6ZS27	8	3.30.160.60	InterPro_Gene3D
Q6ZS30	5	1.10.1540.10	InterPro_Gene3D
Q6ZS81	5	1.10.1540.10	InterPro_Gene3D
Q6ZS86	2	3.30.420.40	InterPro_Gene3D
Q6ZSA7	2	3.80.10.10	InterPro_Gene3D
Q6ZSB9	8	3.30.160.60	InterPro_Gene3D
Q6ZSC3	1	3.30.70.330	InterPro_Gene3D
Q6ZSG1	1	3.30.40.10	InterPro_Gene3D
Q6ZSI9	3	1.10.238.10	InterPro_Gene3D
Q6ZSM3	2	1.20.1250.20	InterPro_Gene3D
Q6ZSS3	8	3.30.160.60	InterPro_Gene3D
Q6ZSS7	3	1.20.1250.20	InterPro_Gene3D
Q6ZST2	1	4.10.60.10	InterPro_Gene3D
Q6ZST4	1	2.40.128.20	InterPro_Gene3D
Q6ZSU1	1	1.10.630.10	InterPro_Gene3D
Q6ZSY5	2	2.60.40.2440	InterPro_Gene3D
Q6ZSZ5	2	1.20.900.10	InterPro_Gene3D
Q6ZSZ6	2	3.30.160.60	InterPro_Gene3D
Q6ZT07	6	1.10.10.750	InterPro_Gene3D
Q6ZT12	1	2.10.110.30	InterPro_Gene3D
Q6ZT21	1	3.60.21.10	InterPro_Gene3D
Q6ZT52	1	2.30.29.30	InterPro_Gene3D
Q6ZT62	3	1.10.555.10	InterPro_Gene3D
Q6ZT77	3	3.30.160.60	InterPro_Gene3D
Q6ZT89	1	1.50.40.10	CATH_pilot
Q6ZT98	1	3.30.470.20	InterPro_Gene3D
Q6ZTA4	6	1.20.5.170	InterPro_Gene3D
Q6ZTB9	6	3.30.160.60	InterPro_Gene3D
Q6ZTN6	1	1.25.40.20	InterPro_Gene3D
Q6ZTQ3	1	3.10.20.90	InterPro_Gene3D
Q6ZTQ4	6	2.60.40.60	InterPro_Gene3D
Q6ZTR5	8	1.10.418.10	InterPro_Gene3D
Q6ZTR7	1	1.20.1270.60	InterPro_Gene3D
Q6ZTW0	1	1.20.890.10	InterPro_Gene3D
Q6ZTZ1	1	1.10.10.60	InterPro_Gene3D
Q6ZU15	1	3.40.50.300	InterPro_Gene3D
Q6ZU45	2	3.10.100.10	InterPro_Gene3D
Q6ZU64	7	2.60.40.10	InterPro_Gene3D
Q6ZUA9	2	1.25.10.10	InterPro_Gene3D
Q6ZUJ8	1	3.40.50.10140	InterPro_Gene3D
Q6ZUM4	5	1.10.555.10	InterPro_Gene3D
Q6ZUS6	1	1.10.287.1490	InterPro_Gene3D
Q6ZUT3	3	1.20.80.10	InterPro_Gene3D
Q6ZUT9	8	1.20.58.900	InterPro_Gene3D
Q6ZUV0	2	3.10.129.10	InterPro_Gene3D
Q6ZUX3	2	1.25.10.10	InterPro_Gene3D
Q6ZUX7	1	1.20.140.150	InterPro_Gene3D
Q6ZV29	5	2.60.120.10	InterPro_Gene3D
Q6ZV50	1	1.10.10.10	InterPro_Gene3D
Q6ZV70	1	1.50.10.10	InterPro_Gene3D
Q6ZV73	4	1.20.900.10	InterPro_Gene3D
Q6ZV89	2	2.30.29.30	InterPro_Gene3D
Q6ZVD8	4	3.60.40.10	InterPro_Gene3D
Q6ZVH7	3	1.25.40.20	InterPro_Gene3D
Q6ZVK8	1	3.90.79.10	InterPro_Gene3D
Q6ZVM7	2	1.20.58.160	InterPro_Gene3D
Q6ZVN8	1	3.40.1000.10	InterPro_Gene3D
Q6ZVT0	1	3.30.470.20	InterPro_Gene3D
Q6ZVX7	1	2.60.120.260	InterPro_Gene3D
Q6ZVZ8	4	1.10.750.20	InterPro_Gene3D
Q6ZW05	2	1.20.1640.10	InterPro_Gene3D
Q6ZW31	1	1.10.555.10	InterPro_Gene3D
Q6ZW49	5	3.40.50.10190	InterPro_Gene3D
Q6ZW61	5	1.10.560.10	InterPro_Gene3D
Q6ZW76	2	1.10.150.50	InterPro_Gene3D
Q6ZWB6	1	3.30.710.10	InterPro_Gene3D
Q6ZWE6	2	2.30.29.30	InterPro_Gene3D
Q6ZWH5	5	1.10.510.10	InterPro_Gene3D
Q6ZWI9	2	2.60.120.920	InterPro_Gene3D
Q6ZWJ1	2	2.20.70.10	InterPro_Gene3D
Q6ZWJ8	17	2.10.70.10	InterPro_Gene3D
Q6ZWK6	5	2.40.10.10	InterPro_Gene3D
Q6ZWL3	1	1.10.630.10	InterPro_Gene3D
Q6ZXV5	4	1.25.40.10	InterPro_Gene3D
Q6ZYL4	1	3.30.70.1220	InterPro_Gene3D
Q709F0	5	1.10.540.10	CATH_pilot
Q70CQ1	3	3.30.40.10	InterPro_Gene3D
Q70CQ2	1	3.90.70.10	InterPro_Gene3D
Q70CQ3	1	3.90.70.10	CATH_pilot
Q70CQ4	2	3.90.70.10	InterPro_Gene3D
Q70E73	2	2.30.29.30	InterPro_Gene3D
Q70EK8	1	3.90.70.10	InterPro_Gene3D
Q70EK9	2	3.30.40.10	InterPro_Gene3D
Q70EL1	1	3.90.70.10	InterPro_Gene3D
Q70EL2	4	3.30.40.10	InterPro_Gene3D
Q70EL3	1	3.90.70.10	InterPro_Gene3D
Q70EL4	2	3.90.70.10	InterPro_Gene3D
Q70HW3	1	1.50.40.10	CATH_pilot
Q70IA6	1	1.20.140.30	InterPro_Gene3D
Q70IA8	1	1.20.140.30	InterPro_Gene3D
Q70J99	4	1.10.357.50	InterPro_Gene3D
Q70JA7	2	3.90.550.10	InterPro_Gene3D
Q70SY1	1	1.20.5.170	InterPro_Gene3D
Q70UQ0	1	1.10.287.1490	InterPro_Gene3D
Q70Z35	6	1.10.10.10	InterPro_Gene3D
Q70Z44	2	1.20.58.390	InterPro_Gene3D
Q712K3	1	3.10.110.10	InterPro_Gene3D
Q719H9	1	3.30.710.10	InterPro_Gene3D
Q719I0	2	3.15.10.20	InterPro_Gene3D
Q71DI3	1	1.10.20.10	InterPro_Gene3D
Q71H61	2	2.60.40.10	InterPro_Gene3D
Q71RC2	1	1.10.10.10	InterPro_Gene3D
Q71RG4	1	3.10.20.90	InterPro_Gene3D
Q71RS6	2	1.20.1420.30	InterPro_Gene3D
Q71SY5	1	2.40.290.30	InterPro_Gene3D
Q71U36	3	1.10.287.600	InterPro_Gene3D
Q71UI9	1	1.10.20.10	InterPro_Gene3D
Q71UM5	1	2.20.25.100	InterPro_Gene3D
Q75LS8	2	1.10.238.10	InterPro_Gene3D
Q75N03	2	3.30.40.10	InterPro_Gene3D
Q75N90	54	2.10.25.10	InterPro_Gene3D
Q75T13	1	3.40.50.1820	InterPro_Gene3D
Q75VX8	1	1.10.150.50	InterPro_Gene3D
Q765P7	1	1.20.1270.60	InterPro_Gene3D
Q76FK4	1	3.30.70.330	InterPro_Gene3D
Q76G19	1	2.30.42.10	InterPro_Gene3D
Q76I76	1	3.90.190.10	InterPro_Gene3D
Q76KP1	1	3.90.550.10	InterPro_Gene3D
Q76KX8	18	3.30.160.60	InterPro_Gene3D
Q76LX8	8	2.20.100.10	InterPro_Gene3D
Q76MJ5	5	1.10.510.10	InterPro_Gene3D
Q76N32	1	1.20.58.60	InterPro_Gene3D
Q76N89	8	2.20.70.10	InterPro_Gene3D
Q76NI1	4	1.10.510.10	InterPro_Gene3D
Q79E92	1	1.10.10.60	InterPro_Gene3D
Q7DFU6	1	3.40.50.1820	InterPro_Gene3D
Q7DFV4	1	3.40.366.10	InterPro_Gene3D
Q7KYR7	3	2.60.120.920	InterPro_Gene3D
Q7KZ85	9	1.10.10.2740	InterPro_Gene3D
Q7KZF4	6	2.30.30.140	CATH_pilot
Q7KZI7	4	1.10.510.10	InterPro_Gene3D
Q7L014	2	3.40.50.300	InterPro_Gene3D
Q7L099	2	1.20.5.170	InterPro_Gene3D
Q7L0J3	3	1.20.1250.20	InterPro_Gene3D
Q7L0Q8	1	3.40.50.300	InterPro_Gene3D
Q7L0R7	1	3.30.40.10	InterPro_Gene3D
Q7L0X0	2	3.80.10.10	InterPro_Gene3D
Q7L0Y3	1	3.40.1280.30	CATH_pilot
Q7L1I2	3	1.20.1250.20	InterPro_Gene3D
Q7L1Q6	1	1.25.40.180	InterPro_Gene3D
Q7L1T6	4	2.40.30.10	InterPro_Gene3D
Q7L1W4	3	3.80.10.10	InterPro_Gene3D
Q7L211	1	3.40.50.1820	InterPro_Gene3D
Q7L266	1	3.60.20.30	InterPro_Gene3D
Q7L273	2	2.160.20.80	InterPro_Gene3D
Q7L2E3	5	1.20.120.1080	CATH_pilot
Q7L2J0	2	3.40.50.150	InterPro_Gene3D
Q7L2R6	12	3.30.160.60	InterPro_Gene3D
Q7L311	1	1.25.10.10	CATH_pilot
Q7L3B6	1	1.20.58.610	InterPro_Gene3D
Q7L3S4	8	3.30.160.60	InterPro_Gene3D
Q7L3T8	2	3.30.930.10	CATH_pilot
Q7L4P6	1	1.10.10.2590	InterPro_Gene3D
Q7L513	2	2.60.40.10	InterPro_Gene3D
Q7L523	2	3.30.450.190	InterPro_Gene3D
Q7L590	2	1.20.5.420	InterPro_Gene3D
Q7L591	2	2.30.29.30	InterPro_Gene3D
Q7L592	1	3.40.50.12710	CATH_pilot
Q7L5A8	1	3.10.120.10	InterPro_Gene3D
Q7L5D6	1	1.25.40.10	InterPro_Gene3D
Q7L5L3	1	3.20.20.190	InterPro_Gene3D
Q7L5N1	1	3.40.140.10	InterPro_Gene3D
Q7L5N7	1	1.10.238.10	InterPro_Gene3D
Q7L5Y1	2	3.20.20.120	InterPro_Gene3D
Q7L622	4	3.30.2410.10	InterPro_Gene3D
Q7L7L0	1	1.10.20.10	InterPro_Gene3D
Q7L7V1	3	1.20.120.1080	InterPro_Gene3D
Q7L7X3	2	1.10.510.10	InterPro_Gene3D
Q7L804	2	1.20.5.2440	InterPro_Gene3D
Q7L8C5	2	2.60.40.150	InterPro_Gene3D
Q7L8S5	1	3.90.70.80	InterPro_Gene3D
Q7L8W6	2	3.40.50.620	InterPro_Gene3D
Q7L945	12	3.30.160.60	InterPro_Gene3D
Q7L985	2	2.60.40.10	InterPro_Gene3D
Q7L9B9	3	1.10.150.280	InterPro_Gene3D
Q7L9L4	1	1.20.140.30	InterPro_Gene3D
Q7LBC6	1	2.60.120.650	InterPro_Gene3D
Q7LBE3	2	3.30.750.24	InterPro_Gene3D
Q7LBR1	1	6.10.140.1230	InterPro_Gene3D
Q7LDG7	4	1.10.238.10	InterPro_Gene3D
Q7LDI9	4	1.10.1200.30	InterPro_Gene3D
Q7LFX5	1	3.40.50.300	InterPro_Gene3D
Q7LG56	1	1.10.620.20	InterPro_Gene3D
Q7LGA3	1	3.40.50.300	InterPro_Gene3D
Q7LGC8	1	3.40.50.300	InterPro_Gene3D
Q7M4L6	1	3.30.505.10	InterPro_Gene3D
Q7RTN6	3	1.10.510.10	InterPro_Gene3D
Q7RTP6	3	1.10.418.10	InterPro_Gene3D
Q7RTR0	5	1.10.533.10	InterPro_Gene3D
Q7RTR2	5	3.40.50.300	InterPro_Gene3D
Q7RTR8	1	1.20.1070.10	InterPro_Gene3D
Q7RTS1	1	4.10.280.10	InterPro_Gene3D
Q7RTS3	1	4.10.280.10	InterPro_Gene3D
Q7RTS7	3	1.20.5.1160	InterPro_Gene3D
Q7RTU0	1	4.10.280.10	InterPro_Gene3D
Q7RTU1	1	4.10.280.10	InterPro_Gene3D
Q7RTU3	1	4.10.280.10	InterPro_Gene3D
Q7RTU4	1	4.10.280.10	InterPro_Gene3D
Q7RTU5	1	4.10.280.10	InterPro_Gene3D
Q7RTU7	1	4.10.280.10	InterPro_Gene3D
Q7RTV2	3	1.20.1050.10	InterPro_Gene3D
Q7RTV3	2	3.30.160.60	InterPro_Gene3D
Q7RTV5	2	3.40.30.10	InterPro_Gene3D
Q7RTX0	5	2.10.50.30	InterPro_Gene3D
