accession	source	n_domains	datasets	groel_class	protein_length	length_n_domain	length_c_region	length_diff	net_charge_n_domain	net_charge_c_region	net_charge_diff	frac_hydrophobic_n_domain	frac_hydrophobic_c_region	frac_hydrophobic_diff	frac_helix_n_domain	frac_helix_c_region	frac_helix_diff	frac_strand_n_domain	frac_strand_c_region	frac_strand_diff	mean_plddt_n_domain	mean_plddt_c_region	mean_plddt_diff	frac_plddt_gt70_n_domain	frac_plddt_gt70_c_region	frac_plddt_gt70_diff	relative_contact_order_n_domain	relative_contact_order_c_region	relative_contact_order_diff	foldx_total_energy
P32055	Chainsaw	2	proteome_bg		321	194	76	118	-5	1	-6	0.4123711340206185	0.3552631578947368	0.0571079761258817	0.5051546391752577	0.4342105263157895	0.0709441128594682	0.1701030927835051	0.1447368421052631	0.0253662506782419	97.93051528930664	94.16328957206323	3.767225717243392	1.0	0.9473684210526316	0.0526315789473684	0.2671503118238513	0.4575551782682512	-0.1904048664443999	-82.87
P32099	Chainsaw	2	proteome_bg		338	241	94	147	0	-7	7	0.3734439834024896	0.425531914893617	-0.0520879314911273	0.3568464730290456	0.4893617021276595	-0.1325152290986139	0.2987551867219917	0.2978723404255319	0.0008828462964597	93.11161812113528	91.77170197507168	1.3399161460636009	0.950207468879668	0.9574468085106383	-0.0072393396309703	0.2723552476302867	0.1945626477541371	0.0777925998761495	60.6
P32109	Chainsaw	3	proteome_bg		233	37	196	-159	-2	-10	8	0.3783783783783784	0.3214285714285714	0.0569498069498069	0.8108108108108109	0.1224489795918367	0.6883618312189741	0.0	0.3010204081632653	-0.3010204081632653	92.04837799072266	86.25500003658995	5.793377954132708	0.972972972972973	0.903061224489796	0.0699117484831771	0.3095823095823096	0.1095553237269348	0.2000269858553747	31.98
P32128	Chainsaw	2	proteome_bg		476	291	182	109	-7	-3	-4	0.3883161512027491	0.3956043956043956	-0.0072882444016464	0.1683848797250859	0.5164835164835165	-0.3480986367584306	0.5773195876288659	0.2802197802197802	0.2970998074090857	86.42666683000388	92.71813180944422	-6.291464979440335	0.8969072164948454	0.978021978021978	-0.0811147615271326	0.0824132251570792	0.1492520084957059	-0.0668387833386267	149.97
P32131	Chainsaw	2	proteome_bg		457	97	5	92	2	1	1	0.4123711340206185	0.6	-0.1876288659793814	0.7010309278350515	0.0	0.7010309278350515	0.1134020618556701	0.0	0.1134020618556701	95.41206155364048	47.72400054931641	47.68806100432406	0.9896907216494846	0.0	0.9896907216494846	0.5297680412371134			32.41
P32135	Chainsaw	2	proteome_bg		421	185	233	-48	6	6	0	0.5081081081081081	0.5021459227467812	0.0059621853613269	0.9135135135135136	0.8369098712446352	0.0766036422688782	0.0	0.0	0.0	93.88535143878008	89.90819777951221	3.977153659267884	1.0	0.9098712446351932	0.0901287553648069	0.3954166147714534	0.3821983211817226	0.0132182935897308	-137.35
P32136	Chainsaw	2	proteome_bg		467	196	259	-63	6	4	2	0.4948979591836734	0.4903474903474903	0.004550468836183	0.8673469387755102	0.8416988416988417	0.0256480970766684	0.0	0.0	0.0	78.37948984029342	71.6016987981023	6.777791042191112	0.8520408163265306	0.6254826254826255	0.2265581908439051	0.4645542427497315	0.3447324875896305	0.119821755160101	70.81
P32137	Chainsaw	2	proteome_bg		461	197	249	-52	5	7	-2	0.4873096446700508	0.4738955823293173	0.0134140623407335	0.868020304568528	0.8313253012048193	0.0366950033637086	0.0	0.0	0.0	74.25954332690553	68.20148599770174	6.058057329203791	0.7614213197969543	0.4899598393574297	0.2714614804395245	0.451150824003894	0.3501808062124014	0.1009700177914926	72.29
P32138	Chainsaw	3	proteome_bg		678	233	435	-202	-11	-18	7	0.351931330472103	0.3862068965517241	-0.0342755660796211	0.0944206008583691	0.3517241379310344	-0.2573035370726653	0.5450643776824035	0.193103448275862	0.3519609294065414	96.34356221211314	98.31526417348576	-1.9717019613726308	1.0	1.0	0.0	0.1763594125290388	0.1464681975714962	0.0298912149575426	61.08
P32139	Chainsaw	2	proteome_bg		308	152	137	15	-3	-5	2	0.4078947368421052	0.3722627737226277	0.0356319631194775	0.0394736842105263	0.1240875912408759	-0.0846139070303496	0.5460526315789473	0.4817518248175182	0.064300806761429	97.92269736842104	97.47978093502296	0.4429164333980964	1.0	1.0	0.0	0.2477190469009199	0.2618248175182481	-0.0141057706173282	-45.84
P32144	Chainsaw	2	proteome_bg		261	58	194	-136	1	-10	11	0.3620689655172414	0.4432989690721649	-0.0812300035549235	0.6551724137931034	0.4123711340206185	0.2428012797724849	0.1896551724137931	0.2525773195876288	-0.0629221471738357	88.31827584628401	93.08597946166992	-4.767703615385912	0.9655172413793104	0.9690721649484536	-0.0035549235691432	0.3587319243604004	0.1953049017700836	0.1634270225903167	-50.58
P32151	Chainsaw	2	proteome_bg		351	159	123	36	-8	-2	-6	0.3647798742138364	0.3577235772357723	0.007056296978064	0.7861635220125787	0.7642276422764228	0.0219358797361558	0.0125786163522012	0.0	0.0125786163522012	94.4640880560725	94.93016250734406	-0.4660744512715666	1.0	0.991869918699187	0.008130081300813	0.2738668401648232	0.2822204451552712	-0.0083536049904479	150.83
P32152	Chainsaw	5	proteome_bg		582	72	507	-435	2	-14	16	0.3611111111111111	0.4339250493096647	-0.0728139381985535	0.625	0.5562130177514792	0.0687869822485207	0.1527777777777778	0.1282051282051282	0.0245726495726495	84.65999984741211	88.600394457755	-3.940394610342892	0.9444444444444444	0.9487179487179488	-0.0042735042735042	0.3124098124098124	0.0985379938591675	0.2138718185506448	47.59
P32153	Chainsaw	2	proteome_bg		356	250	7	243	-6	0	-6	0.408	0.2857142857142857	0.1222857142857142	0.372	0.0	0.372	0.26	0.0	0.26	97.4210399169922	81.76571491786412	15.65532499912807	1.0	0.7142857142857143	0.2857142857142857	0.3471394148020654			-51.81
P32154	Chainsaw	3	proteome_bg		483	105	373	-268	-1	6	-7	0.4	0.5522788203753352	-0.1522788203753351	0.4095238095238095	0.774798927613941	-0.3652751180901314	0.3238095238095238	0.0107238605898123	0.3130856632197115	90.88666708809988	91.34235928205638	-0.4556921939564944	1.0	0.9517426273458444	0.0482573726541555	0.3073822121441169	0.153872684046188	0.1535095280979288	-92.11
P32157	Chainsaw	2	proteome_bg		224	163	60	103	-9	4	-13	0.3619631901840491	0.3833333333333333	-0.0213701431492842	0.1963190184049079	0.6333333333333333	-0.4370143149284253	0.3742331288343558	0.0166666666666666	0.3575664621676891	94.15791405051765	96.67216644287107	-2.5142523923534554	0.9754601226993864	1.0	-0.0245398773006134	0.3206994558247548	0.3327380952380953	-0.0120386394133404	-18.92
P32166	Chainsaw	2	proteome_bg		308	168	133	35	2	5	-3	0.5238095238095238	0.5413533834586466	-0.0175438596491227	0.7857142857142857	0.8721804511278195	-0.0864661654135338	0.0	0.0	0.0	92.6026185353597	95.32360900075813	-2.7209904653984296	0.9404761904761904	0.9924812030075189	-0.0520050125313282	0.3833194096351991	0.3333855472013367	0.0499338624338624	-89.83
P32169	Chainsaw	2	proteome_bg		274	136	135	1	-2	-6	4	0.3823529411764705	0.437037037037037	-0.0546840958605664	0.3676470588235294	0.562962962962963	-0.1953159041394335	0.2352941176470588	0.1185185185185185	0.1167755991285403	98.099191160763	98.36985134548613	-0.2706601847230985	1.0	1.0	0.0	0.2729312063808574	0.3642413987591652	-0.0913101923783077	-62.57
P32171	Chainsaw	2	proteome_bg		489	230	257	-27	-3	-15	12	0.3695652173913043	0.4007782101167315	-0.0312129927254272	0.3565217391304348	0.5330739299610895	-0.1765521908306547	0.3217391304347826	0.1400778210116731	0.1816613094231094	98.00365212481957	95.83587535160524	2.1677767732143	1.0	0.9610894941634242	0.0389105058365758	0.1881048189223672	0.2549680377987771	-0.0668632188764098	-130.87
P32177	Chainsaw	2	proteome_bg		277	91	146	-55	-2	-1	-1	0.4065934065934066	0.3904109589041096	0.0161824476892969	0.4395604395604395	0.3972602739726027	0.0423001655878368	0.3516483516483517	0.2602739726027397	0.0913743790456119	86.27373626205947	95.79260243455025	-9.518866172490776	0.8131868131868132	0.9726027397260274	-0.1594159265392142	0.2785214785214785	0.2480556783031374	0.030465800218341	-13.34
P32322	CATH	2	matrix_bg,mito_bg		319	166	153	13	-3	3	-6	0.4578313253012048	0.4117647058823529	0.0460666194188518	0.463855421686747	0.7124183006535948	-0.2485628789668478	0.216867469879518	0.0	0.216867469879518	97.27174726738988	81.71581699645597	15.5559302709339	1.0	0.6993464052287581	0.3006535947712418	0.2101295354829723	0.3039910999860937	-0.0938615645031214	64.29
P32662	Chainsaw	2	proteome_bg		252	139	13	126	-7	-2	-5	0.4388489208633093	0.0769230769230769	0.3619258439402324	0.460431654676259	0.0	0.460431654676259	0.1798561151079136	0.0	0.1798561151079136	97.65007189194934	58.954615079439606	38.69545681250973	1.0	0.3076923076923077	0.6923076923076923	0.4215827338129496			-53.92
P32664	Chainsaw	2	proteome_bg		257	122	134	-12	-2	-7	5	0.3524590163934426	0.4029850746268656	-0.050526058233423	0.2459016393442623	0.2238805970149253	0.0220210423293369	0.3852459016393442	0.4104477611940298	-0.0252018595546856	95.787049090276	96.17388044898188	-0.3868313587058907	1.0	0.9925373134328358	0.0074626865671642	0.2391917651544033	0.3365948037589828	-0.0974030386045794	-47.64
P32670	Chainsaw	5	proteome_bg		833	88	743	-655	-5	-24	19	0.3636363636363636	0.4185733512786003	-0.0549369876422366	0.4431818181818182	0.5141318977119784	-0.0709500795301602	0.2840909090909091	0.1668909825033647	0.1171999265875443	85.92124982313676	87.30956942428651	-1.388319601149746	0.9204545454545454	0.8936742934051144	0.026780252049431	0.4027703066164604	0.1137018973689467	0.2890684092475137	105.07
P32672	Chainsaw	2	proteome_bg		359	169	190	-21	4	-4	8	0.5384615384615384	0.5210526315789473	0.0174089068825911	0.8875739644970414	0.8157894736842105	0.0717844908128308	0.0	0.0210526315789473	-0.0210526315789473	93.1844972915198	90.39436788057026	2.7901294109495325	0.9940828402366864	0.9	0.0940828402366863	0.216351673584739	0.2769810762862211	-0.0606294027014821	-69.22
P32674	Chainsaw	3	proteome_bg		765	145	618	-473	0	-17	17	0.3655172413793103	0.3883495145631068	-0.0228322731837964	0.5448275862068965	0.5566343042071198	-0.0118067180002232	0.0620689655172413	0.1100323624595469	-0.0479633969423055	96.45868940682249	95.88423941899272	0.5744499878297518	1.0	1.0	0.0	0.2656716417910447	0.1596036684694076	0.106067973321637	15.47
P32677	CATH	2	groel	II	283	52	65	-13	-2	4	-6	0.4038461538461538	0.2307692307692307	0.173076923076923	0.7692307692307693	0.7230769230769231	0.0461538461538462	0.0	0.0	0.0	86.73923081618089	82.44600043663611	4.293230379544781	0.9807692307692308	0.8307692307692308	0.1499999999999999	0.3421750663129973	0.2573804573804574	0.0847946089325399	-39.86
P32681	Chainsaw	2	proteome_bg		231	114	78	36	-1	-1	0	0.3157894736842105	0.358974358974359	-0.0431848852901484	0.2105263157894736	0.1923076923076923	0.0182186234817813	0.5526315789473685	0.3717948717948718	0.1808367071524966	96.88394727204977	96.33576935988206	0.548177912167688	1.0	1.0	0.0	0.1623213125406107	0.3167907361455748	-0.154469423604964	10.67
P32684	Chainsaw	2	proteome_bg		290	58	226	-168	2	14	-12	0.3103448275862069	0.3407079646017699	-0.0303631370155629	0.3275862068965517	0.1946902654867256	0.132895941409826	0.2586206896551724	0.252212389380531	0.0064083002746414	93.30534468025996	85.46212371893688	7.843220961323084	1.0	0.7876106194690266	0.2123893805309734	0.3618587047939445	0.2218325059356788	0.1400261988582656	15.48
P32688	Chainsaw	2	proteome_bg		245	120	104	16	-1	0	-1	0.4166666666666667	0.3461538461538461	0.0705128205128205	0.4583333333333333	0.173076923076923	0.2852564102564102	0.2833333333333333	0.3173076923076923	-0.0339743589743589	92.91333344777424	91.1337500352126	1.7795834125616636	0.9916666666666668	0.9134615384615384	0.0782051282051282	0.4745664739884392	0.3096976552858906	0.1648688187025486	-18.39
P32689	Chainsaw	3	proteome_bg		698	223	424	-201	-3	-5	2	0.3228699551569506	0.3325471698113207	-0.0096772146543701	0.0627802690582959	0.1533018867924528	-0.0905216177341568	0.5560538116591929	0.455188679245283	0.1008651324139098	93.58668165677332	93.27759430543432	0.309087351338988	0.9910313901345292	0.9858490566037736	0.0051823335307555	0.1646617790115548	0.1315633835323985	0.0330983954791562	269.72
P32690	Chainsaw	2	proteome_bg		442	263	175	88	-10	-2	-8	0.3878326996197718	0.3714285714285714	0.0164041281912004	0.247148288973384	0.5428571428571428	-0.2957088538837588	0.247148288973384	0.0628571428571428	0.1842911461162411	90.89205355336004	84.17725699288505	6.714796560474994	0.9391634980988594	0.8914285714285715	0.0477349266702878	0.0818978831907712	0.1804625850340136	-0.0985647018432424	62.53
P32694	Chainsaw	2	proteome_bg		235	161	74	87	-14	-5	-9	0.3602484472049689	0.3513513513513513	0.0088970958536175	0.6211180124223602	0.6486486486486487	-0.0275306362262884	0.1366459627329192	0.0	0.1366459627329192	53.17279491069154	88.69540534148345	-35.52261043079191	0.2298136645962732	0.945945945945946	-0.7161322813496727	0.1477683085367615	0.3458815958815959	-0.1981132873448343	16.51
P32695	CATH	2	groel	II	345	242	79	163	-6	1	-7	0.384297520661157	0.379746835443038	0.004550685218119	0.4504132231404958	0.620253164556962	-0.1698399414164661	0.1735537190082644	0.0	0.1735537190082644	97.20061991037416	95.52708850329437	1.6735314070798069	1.0	0.9873417721518988	0.0126582278481012	0.2003747240901391	0.3249636854119112	-0.124588961321772	-37.84
P32701	Chainsaw	3	proteome_bg		528	66	259	-193	5	-4	9	0.6060606060606061	0.3938223938223938	0.2122382122382122	1.0	0.5019305019305019	0.4980694980694981	0.0	0.22007722007722	-0.22007722007722	84.92257580612645	86.69718163538164	-1.7746058292551936	0.8636363636363636	0.9266409266409268	-0.063004563004563	3.4371657754010694	0.1870204137206656	3.250145361680404	80.36
P32703	Chainsaw	2	proteome_bg		549	420	129	291	2	-9	11	0.5857142857142857	0.3875968992248062	0.1981173864894795	0.8166666666666667	0.813953488372093	0.0027131782945736	0.0095238095238095	0.0	0.0095238095238095	87.24580944606237	81.62108517432398	5.624724271738387	0.9642857142857144	0.8217054263565892	0.1425802879291251	0.2744488536155203	0.2030629608621667	0.0713858927533535	17.48
P32705	Chainsaw	2	proteome_bg		549	423	126	297	10	0	10	0.5531914893617021	0.5158730158730159	0.0373184734886862	0.8132387706855791	0.7222222222222222	0.0910165484633569	0.0047281323877068	0.0	0.0047281323877068	85.07330955343043	91.4146035815042	-6.341294028073776	0.8747044917257684	0.9365079365079364	-0.0618034447821681	0.3528348759866971	0.3217255156030666	0.0311093603836304	-19.27
P32709	Chainsaw	2	proteome_bg		318	167	149	18	4	4	0	0.5808383233532934	0.5838926174496645	-0.003054294096371	0.8143712574850299	0.8120805369127517	0.0022907205722781	0.0	0.0	0.0	86.44443107650666	87.75523486553422	-1.3108037890275597	0.9281437125748504	0.9194630872483222	0.0086806253265281	0.3073852295409182	0.3804584677067898	-0.0730732381658716	-104.66
P32712	Chainsaw	2	proteome_bg		198	34	157	-123	3	-3	6	0.5	0.4267515923566879	0.073248407643312	0.9705882352941176	0.7770700636942676	0.19351817159985	0.0	0.0	0.0	79.803529178395	93.8026111870055	-13.9990820086105	0.8823529411764706	0.9681528662420382	-0.0857999250655676	0.1764705882352941	0.1309013703918162	0.0455692178434778	-52.86
P32715	Chainsaw	3	proteome_bg		683	333	184	149	-2	-3	1	0.5555555555555556	0.4130434782608695	0.142512077294686	0.8228228228228228	0.6467391304347826	0.1760836923880402	0.006006006006006	0.0	0.006006006006006	88.38303315675294	79.12597836618838	9.257054790564569	1.0	0.7445652173913043	0.2554347826086957	0.3733830682983225	0.2956521739130435	0.077730894385279	67.81
P32717	Chainsaw	3	proteome_bg		661	393	231	162	-7	0	-7	0.371501272264631	0.3896103896103896	-0.0181091173457585	0.4147582697201017	0.5324675324675324	-0.1177092627474306	0.1857506361323155	0.1341991341991342	0.0515515019331813	96.84170483693518	95.85380980256316	0.9878950343720164	1.0	1.0	0.0	0.1461547413481287	0.1459533843639804	0.0002013569841483	140.29
P32721	Chainsaw	2	proteome_bg		510	241	264	-23	2	-2	4	0.4232365145228215	0.3712121212121212	0.0520243933107003	0.3734439834024896	0.4166666666666667	-0.043222683264177	0.2987551867219917	0.2348484848484848	0.0639067018735068	89.91240644652814	85.64859862761064	4.263807818917499	0.970954356846473	0.8825757575757576	0.0883785992707154	0.2928722913785154	0.2631692175302723	0.0297030738482431	75.0
P33011	Chainsaw	2	proteome_bg		352	153	191	-38	3	5	-2	0.5555555555555556	0.4083769633507853	0.1471785922047702	0.8888888888888888	0.806282722513089	0.0826061663757998	0.0	0.0	0.0	87.375817292656	88.20596854724185	-0.8301512545858571	0.9673202614379084	0.9790575916230366	-0.0117373301851281	0.3544891640866873	0.3009755958000744	0.0535135682866129	14.24
P33020	Chainsaw	2	proteome_bg		362	42	318	-276	3	-15	18	0.4523809523809524	0.4088050314465409	0.0435759209344114	0.8095238095238095	0.3867924528301887	0.4227313566936208	0.0	0.2358490566037736	-0.2358490566037736	93.80857195172992	93.49402509245482	0.3145468592750973	1.0	0.9748427672955976	0.0251572327044025	0.4264069264069264	0.1527012773936482	0.2737056490132782	-70.02
P33022	Chainsaw	2	proteome_bg		313	190	120	70	-8	-7	-1	0.4526315789473684	0.3416666666666667	0.1109649122807017	0.4	0.4916666666666666	-0.0916666666666666	0.1789473684210526	0.225	-0.0460526315789473	98.28442105745016	96.17658335367838	2.1078377037717644	1.0	0.9916666666666668	0.0083333333333333	0.2195618356235416	0.311021505376344	-0.0914596697528024	-64.89
P33026	Chainsaw	2	proteome_bg		393	179	200	-21	4	6	-2	0.5642458100558659	0.54	0.0242458100558659	0.905027932960894	0.795	0.1100279329608938	0.0055865921787709	0.005	0.0005865921787709	85.55335214284545	87.68655006408692	-2.133197921241461	0.9106145251396648	0.915	-0.0043854748603352	0.4487269015900301	0.3951470588235294	0.0535798427665006	-121.84
P33029	Chainsaw	2	proteome_bg		488	269	207	62	-11	-4	-7	0.4052044609665427	0.429951690821256	-0.0247472298547133	0.3940520446096654	0.7391304347826086	-0.3450783901729432	0.2267657992565055	0.0193236714975845	0.207442127758921	96.28553908110553	97.07323680638116	-0.7876977252756348	1.0	1.0	0.0	0.2169995589439858	0.2633037486424746	-0.0463041896984887	-159.31
P33030	Chainsaw	2	proteome_bg		328	191	136	55	-7	1	-8	0.3769633507853403	0.4117647058823529	-0.0348013550970126	0.418848167539267	0.1764705882352941	0.2423775793039728	0.2356020942408377	0.3602941176470588	-0.1246920234062211	89.87764422431667	84.03955864906311	5.838085575253558	0.9476439790575916	0.8235294117647058	0.1241145672928857	0.2995145702259961	0.2401498335183129	0.0593647367076831	-34.88
P33128	Chainsaw	2	proteome_bg		246	121	99	22	5	1	4	0.3636363636363636	0.3636363636363636	0.0	0.024793388429752	0.0707070707070707	-0.0459136822773186	0.4958677685950413	0.4848484848484848	0.0110192837465564	94.28140517305737	95.34868706597224	-1.0672818929148633	1.0	1.0	0.0	0.3341252049386021	0.2934904601571268	0.0406347447814752	-8.74
P33129	Chainsaw	4	proteome_bg		865	133	696	-563	-6	-19	13	0.3759398496240601	0.3089080459770115	0.0670318036470486	0.1954887218045112	0.0373563218390804	0.1581323999654308	0.3007518796992481	0.6264367816091954	-0.3256849019099472	79.32548872868817	88.31418100992839	-8.988692281240219	0.8270676691729323	0.9482758620689656	-0.1212081928960332	0.2120650463367721	0.0903716776782212	0.1216933686585508	355.87
P33136	Chainsaw	3	proteome_bg		511	214	273	-59	3	-6	9	0.3598130841121495	0.3223443223443223	0.0374687617678271	0.1401869158878504	0.0439560439560439	0.0962308719318064	0.4392523364485981	0.5018315018315018	-0.0625791653829037	97.02700909053054	96.70520131317252	0.3218077773580319	1.0	0.9963369963369964	0.0036630036630036	0.2201120668265652	0.1851987931015286	0.0349132737250365	100.34
P33195	Chainsaw	5	proteome_bg		957	71	171	-100	-2	-11	9	0.4366197183098591	0.4093567251461988	0.0272629931636603	0.647887323943662	0.4502923976608187	0.1975949262828433	0.0	0.0935672514619883	-0.0935672514619883	96.0015491969149	95.3043272453442	0.6972219515706968	1.0	0.9707602339181286	0.0292397660818714	7.284677763551003	0.2117457941853052	7.072931969365698	18.52
P33221	Chainsaw	4	proteome_bg		392	93	286	-193	-7	-4	-3	0.4623655913978494	0.4160839160839161	0.0462816753139333	0.4301075268817204	0.3286713286713286	0.1014361982103917	0.2258064516129032	0.3391608391608391	-0.1133543875479359	97.1686019897461	96.08727248398574	1.0813295057603511	1.0	0.9965034965034965	0.0034965034965035	0.2918406072106261	0.15632084810167	0.1355197591089561	-88.9
P33224	Chainsaw	3	proteome_bg		541	207	173	34	3	1	2	0.4685990338164251	0.4219653179190751	0.0466337158973499	0.7439613526570048	0.8034682080924855	-0.0595068554354807	0.072463768115942	0.0	0.072463768115942	97.73077304121377	95.49630058156272	2.234472459651045	1.0	0.9826589595375722	0.0173410404624277	0.432487922705314	0.2211092970921767	0.2113786256131373	-3.9
P33225	Chainsaw	4	proteome_bg		848	42	757	-715	3	-14	17	0.4047619047619047	0.3645970937912813	0.0401648109706234	0.1666666666666666	0.3421400264200792	-0.1754733597534125	0.5476190476190477	0.1822985468956406	0.365320500723407	96.95523797898063	96.86141339885354	0.0938245801271051	1.0	0.9841479524438572	0.0158520475561426	0.3229813664596273	0.2180231217282089	0.1049582447314184	209.38
P33226	Chainsaw	4	proteome_bg		390	33	357	-324	5	-3	8	0.6666666666666666	0.3277310924369748	0.3389355742296918	0.7878787878787878	0.4565826330532213	0.3312961548255665	0.0	0.1876750700280112	-0.1876750700280112	85.96030368226947	92.01607838798972	-6.055774705720253	0.9393939393939394	0.9747899159663864	-0.035395976572447		0.1370711306391343		173.96
P33228	Chainsaw	2	proteome_bg		269	114	147	-33	7	-6	13	0.3859649122807017	0.3673469387755102	0.0186179735051915	0.5175438596491229	0.272108843537415	0.2454350161117078	0.1052631578947368	0.2517006802721088	-0.146437522377372	78.21622821740937	81.53517032804943	-3.318942110640066	0.7631578947368421	0.7551020408163265	0.0080558539205156	0.242949967511371	0.2555933484504913	-0.0126433809391202	47.01
P33234	Chainsaw	2	proteome_bg		253	142	110	32	1	3	-2	0.4295774647887324	0.3181818181818182	0.1113956466069142	0.352112676056338	0.7363636363636363	-0.3842509603072983	0.2605633802816901	0.0	0.2605633802816901	90.30774677975076	89.61954539905895	0.6882013806918224	1.0	0.9545454545454546	0.0454545454545454	0.2787726358148893	0.2196230598669623	0.059149575947927	-52.83
P33340	Chainsaw	2	proteome_bg		344	188	155	33	-2	2	-4	0.3989361702127659	0.3225806451612903	0.0763555250514756	0.25	0.0193548387096774	0.2306451612903226	0.4148936170212766	0.4258064516129032	-0.0109128345916266	88.2756915193923	93.6452903993668	-5.369598879974518	0.898936170212766	1.0	-0.101063829787234	0.3095931786592537	0.3537695852534562	-0.0441764065942024	2.42
P33341	Chainsaw	5	proteome_bg		826	93	680	-587	-5	-2	-3	0.3225806451612903	0.3220588235294118	0.0005218216318785	0.2580645161290322	0.0411764705882352	0.2168880455407969	0.4086021505376344	0.611764705882353	-0.2031625553447185	84.38107504895939	90.8667207437403	-6.485645694780914	0.935483870967742	0.961764705882353	-0.026280834914611	0.3123399897593445	0.0840482138801466	0.2282917758791979	307.53
P33342	Chainsaw	2	proteome_bg		239	118	87	31	4	2	2	0.3813559322033898	0.3908045977011494	-0.0094486654977596	0.0508474576271186	0.0459770114942528	0.0048704461328657	0.5169491525423728	0.5057471264367817	0.0112020261055911	94.83330522957496	96.45137927175938	-1.618074042184432	1.0	1.0	0.0	0.3394774011299434	0.3150162886471203	0.0244611124828231	11.13
P33345	Chainsaw	2	proteome_bg		274	66	207	-141	4	-7	11	0.3484848484848485	0.391304347826087	-0.0428194993412384	0.2727272727272727	0.3188405797101449	-0.0461133069828721	0.5151515151515151	0.1014492753623188	0.4137022397891963	85.49257578994289	72.04859904966493	13.44397674027796	1.0	0.6038647342995169	0.3961352657004831	0.3282828282828283	0.1893898729647521	0.1388929553180761	72.33
P33346	Chainsaw	5	proteome_bg		1210	368	800	-432	-4	-10	6	0.3940217391304347	0.4125	-0.0184782608695652	0.6440217391304348	0.5525	0.0915217391304348	0.0434782608695652	0.105	-0.0615217391304347	85.50760884906934	85.53368749380111	-0.0260786447317684	0.9021739130434784	0.92	-0.0178260869565217	0.0927640438630242	0.0653075787401574	0.0274564651228667	198.06
P33348	Chainsaw	2	proteome_bg		362	222	138	84	-4	0	-4	0.3918918918918919	0.4492753623188406	-0.0573834704269486	0.4459459459459459	0.717391304347826	-0.2714453584018801	0.1801801801801801	0.0	0.1801801801801801	94.45909922831768	87.76891302025837	6.690186208059302	0.9774774774774776	0.8913043478260869	0.0861731296513905	0.2386921805526456	0.2339994598973805	0.0046927206552651	-62.06
P33349	Chainsaw	4	proteome_bg		759	237	518	-281	-11	-13	2	0.3839662447257383	0.4517374517374517	-0.0677712070117133	0.4683544303797468	0.6621621621621622	-0.1938077317824153	0.2151898734177215	0.0366795366795366	0.1785103367381848	90.17029537732088	89.56637063633981	0.6039247409810713	0.9324894514767932	0.9652509652509652	-0.0327615137741719	0.3687587904360056	0.0726135420012971	0.2961452484347085	41.63
P33352	Chainsaw	3	proteome_bg		378	150	228	-78	-8	2	-10	0.3933333333333333	0.4210526315789473	-0.027719298245614	0.7466666666666667	0.4561403508771929	0.2905263157894737	0.0	0.1973684210526315	-0.1973684210526315	80.06620012919107	82.81789471810325	-2.751694588912173	0.8466666666666667	0.8377192982456141	0.0089473684210525	0.1569072164948453	0.1871031746031746	-0.0301959581083292	-48.65
P33353	Chainsaw	6	proteome_bg		614	89	520	-431	-1	-10	9	0.3820224719101123	0.4096153846153846	-0.0275929127052722	0.4943820224719101	0.3923076923076923	0.1020743301642178	0.1910112359550561	0.273076923076923	-0.0820656871218668	88.57528142178997	89.04465399522047	-0.4693725734305047	0.9887640449438202	0.9442307692307692	0.0445332757130509	0.3057571840509098	0.1244488861290072	0.1813082979219026	124.37
P33355	Chainsaw	2	proteome_bg		156	67	87	-20	-1	5	-6	0.417910447761194	0.3908045977011494	0.0271058500600445	0.7014925373134329	0.5402298850574713	0.1612626522559616	0.0	0.0	0.0	98.04492494953212	95.07275855404208	2.9721663954900635	1.0	0.9655172413793104	0.0344827586206896	0.4067661691542288	0.2842775041050903	0.1224886650491385	-42.76
P33358	Chainsaw	2	proteome_bg		243	71	169	-98	3	1	2	0.3661971830985915	0.3846153846153846	-0.018418201516793	0.6619718309859155	0.6272189349112426	0.0347528960746729	0.0985915492957746	0.1301775147928994	-0.0315859654971247	90.1864790580642	92.76070981900368	-2.5742307609394715	0.9577464788732394	0.9881656804733728	-0.0304192016001334	0.2753122508636725	0.1790320133515399	0.0962802375121325	-64.82
P33360	Chainsaw	3	proteome_bg		308	120	62	58	1	-5	6	0.3916666666666666	0.4354838709677419	-0.0438172043010752	0.3333333333333333	0.3225806451612903	0.010752688172043	0.4	0.2580645161290322	0.1419354838709677	93.95166664123536	91.4790322088426	2.472634432392738	1.0	0.9516129032258064	0.0483870967741935	0.5160404624277457	0.375989044430919	0.1400514179968267	-48.75
P33361	Chainsaw	2	proteome_bg		385	157	221	-64	7	1	6	0.5732484076433121	0.6018099547511312	-0.0285615471078191	0.732484076433121	0.8868778280542986	-0.1543937516211776	0.0700636942675159	0.0	0.0700636942675159	90.92515933285851	94.25416262872618	-3.3290032958676505	1.0	0.9819004524886876	0.0180995475113122	0.3202025151069737	0.2684064681328703	0.0517960469741033	-97.74
