uniprot_accession	protein_length	n_domains	is_single_domain	pre_domain_start	pre_domain_end	pre_domain_length	n_domain_start	n_domain_end	n_domain_length	c_region_start	c_region_end	c_region_length	source_dataset
Q8NE22	299	1	True	1	126	126	127	298	172	299	299	1	matrix,mito
Q8NE62	594	2	False	1	42	42	43	565	523	566	594	29	mito
Q8NFF5	587	2	False	1	108	108	109	273	165	274	587	314	hsp60,matrix,mito
Q8NFU3	115	1	True	1	4	4	5	115	111	0	0	0	mito
Q8NFV4	306	1	True	1	50	50	51	305	255	306	306	1	hsp60,matrix,mito
Q8NI37	304	1	True	1	54	54	55	297	243	298	304	7	matrix,mito
Q8TAA5	225	2	False	1	44	44	45	159	115	160	225	66	matrix,mito
Q8TAE8	222	1	True	1	24	24	25	152	128	153	222	70	hsp60,matrix,mito
Q8TB22	786	3	False	1	60	60	61	229	169	230	786	557	matrix,mito
Q8TB36	358	2	False	1	21	21	22	130	109	131	358	228	mito
Q8TB37	319	1	True	1	61	61	62	316	255	317	319	3	matrix,mito
Q8TBP6	338	1	True	1	10	10	11	334	324	335	338	4	mito
Q8TCC3	161	1	True	1	67	67	68	120	53	121	161	41	matrix,mito
Q8TCG5	803	3	False	0	0	0	1	50	50	51	803	753	mito
Q8TCS8	783	5	False	1	40	40	41	267	227	268	783	516	hsp60,matrix,mito
Q8TD30	523	3	False	1	48	48	49	522	474	523	523	1	hsp60,matrix,mito
Q8TF08	81	1	True	1	25	25	26	81	56	0	0	0	mito
Q8WUD6	406	1	True	1	45	45	46	227	182	228	406	179	mito
Q8WUK0	201	1	True	1	36	36	37	193	157	194	201	8	hsp60,mito
Q8WUT9	341	1	True	1	10	10	11	298	288	299	341	43	mito
Q8WV60	388	1	True	1	55	55	56	225	170	226	388	163	matrix,mito
Q8WV74	236	1	True	1	17	17	18	191	174	192	236	45	matrix,mito
Q8WV93	481	1	True	1	113	113	114	285	172	286	481	196	mito
Q8WVC6	231	1	True	0	0	0	1	203	203	204	231	28	mito
Q8WVM0	346	2	False	1	1	1	2	238	237	239	346	108	matrix,mito
Q8WW59	207	1	True	1	18	18	19	198	180	199	207	9	hsp60,matrix,mito
Q8WWR8	484	2	False	1	4	4	5	301	297	302	484	183	mito
Q8WWV3	396	2	False	1	49	49	50	393	344	394	396	3	matrix,mito
Q8WXI4	607	3	False	1	38	38	39	192	154	193	607	415	matrix,mito
Q92506	261	1	True	1	4	4	5	261	257	0	0	0	hsp60,matrix,mito
Q92523	772	3	False	0	0	0	1	49	49	50	772	723	mito
Q92552	414	1	True	1	35	35	36	204	169	205	414	210	hsp60,matrix,mito
Q92667	903	3	False	1	607	607	608	681	74	682	903	222	mito
Q92843	193	1	True	0	0	0	1	183	183	184	193	10	mito
Q92947	438	3	False	1	36	36	37	173	137	174	438	265	matrix,mito
Q969G6	155	1	True	1	1	1	2	148	147	149	155	7	matrix,mito
Q969M1	308	1	True	1	192	192	193	308	116	0	0	0	mito
Q969P6	601	4	False	1	41	41	42	265	224	266	601	336	matrix,mito
Q969Q5	203	1	True	1	3	3	4	179	176	180	203	24	mito
Q969S9	779	5	False	1	63	63	64	355	292	356	779	424	hsp60,matrix,mito
Q969V5	352	1	True	1	271	271	272	351	80	352	352	1	mito
Q969Y2	492	3	False	1	30	30	31	152	122	153	492	340	matrix,mito
Q96A35	216	1	True	1	46	46	47	153	107	154	216	63	matrix,mito
Q96A46	364	2	False	1	50	50	51	203	153	204	364	161	mito
Q96AB3	205	1	True	1	2	2	3	198	196	199	205	7	matrix,mito
Q96AG3	418	2	False	1	76	76	77	255	179	256	418	163	mito
Q96AQ8	359	1	True	1	166	166	167	263	97	264	359	96	mito
Q96AY3	582	5	False	1	36	36	37	150	114	151	582	432	mito
Q96BR5	231	1	True	1	8	8	9	227	219	228	231	4	mito
Q96C03	454	2	False	1	125	125	126	451	326	452	454	3	mito
Q96C36	320	2	False	0	0	0	1	166	166	167	320	154	hsp60,matrix,mito
Q96CB9	384	2	False	1	25	25	26	157	132	158	384	227	hsp60,matrix,mito
Q96CM3	377	1	True	1	91	91	92	344	253	345	377	33	matrix,mito
Q96CM8	615	4	False	1	97	97	98	424	327	425	615	191	matrix,mito
Q96CQ1	311	1	True	1	2	2	3	310	308	311	311	1	mito
Q96CU9	486	2	False	1	64	64	65	457	393	458	486	29	hsp60,mito
Q96DA6	116	1	True	1	47	47	48	115	68	116	116	1	mito
Q96DB5	314	1	True	1	80	80	81	295	215	296	314	19	mito
Q96DC8	303	2	False	1	44	44	45	243	199	244	303	60	matrix,mito
Q96DP5	389	1	True	1	47	47	48	352	305	353	389	37	matrix,mito
Q96DU9	382	4	False	1	1	1	2	100	99	101	382	282	matrix,mito
Q96DV4	380	1	True	1	148	148	149	341	193	342	380	39	hsp60,matrix,mito
Q96DW6	304	2	False	1	7	7	8	153	146	154	304	151	mito
Q96E11	262	2	False	1	89	89	90	260	171	261	262	2	matrix,mito
Q96E29	417	1	True	1	147	147	148	417	270	0	0	0	matrix,mito
Q96E52	524	1	True	1	253	253	254	341	88	342	524	183	mito
Q96EH3	234	1	True	1	91	91	92	207	116	208	234	27	matrix,mito
Q96EL3	112	1	True	0	0	0	1	112	112	0	0	0	hsp60,matrix,mito
Q96EY1	480	4	False	1	88	88	89	203	115	204	480	277	matrix,mito
Q96EY7	689	2	False	1	153	153	154	349	196	350	689	340	hsp60,matrix,mito
Q96EY8	250	1	True	1	78	78	79	250	172	0	0	0	hsp60,matrix,mito
Q96GA7	329	2	False	1	17	17	18	312	295	313	329	17	mito
Q96GC5	212	1	True	1	89	89	90	190	101	191	212	22	hsp60,matrix,mito
Q96GJ1	504	2	False	1	92	92	93	499	407	500	504	5	matrix,mito
Q96GK7	314	1	True	1	50	50	51	314	264	0	0	0	matrix,mito
Q96GW9	593	3	False	1	45	45	46	379	334	380	593	214	hsp60,matrix,mito
Q96H55	970	6	False	1	35	35	36	655	620	656	970	315	mito
Q96H78	314	2	False	1	11	11	12	149	138	150	314	165	mito
Q96H96	371	1	True	1	83	83	84	248	165	249	371	123	mito
Q96HP4	312	2	False	1	62	62	63	155	93	156	312	157	matrix,mito
Q96HS1	289	1	True	1	87	87	88	289	202	0	0	0	hsp60,mito
Q96HY7	919	4	False	1	52	52	53	128	76	129	919	791	matrix,mito
Q96I23	114	1	True	1	56	56	57	114	58	0	0	0	mito
Q96I51	464	2	False	1	54	54	55	333	279	334	464	131	matrix,mito
Q96I59	477	2	False	1	17	17	18	124	107	125	477	353	hsp60,matrix,mito
Q96I99	432	3	False	1	37	37	38	278	241	279	432	154	hsp60,matrix,mito
Q96IR7	371	2	False	1	1	1	2	156	155	157	371	215	mito
Q96JX3	654	2	False	1	95	95	96	390	295	391	654	264	mito
Q96KJ9	171	1	True	1	31	31	32	171	140	0	0	0	mito
Q96LJ7	313	1	True	1	3	3	4	262	259	263	313	51	mito
Q96LL9	226	1	True	1	47	47	48	122	75	123	226	104	mito
Q96LU5	166	1	True	1	27	27	28	157	130	158	166	9	mito
Q96MF6	247	1	True	1	83	83	84	230	147	231	247	17	mito
Q96ND0	272	1	True	1	226	226	227	271	45	272	272	1	mito
Q96NN9	605	4	False	1	67	67	68	177	110	178	605	428	mito
Q96PE7	176	1	True	1	44	44	45	176	132	0	0	0	matrix,mito
Q96PN6	1610	3	False	1	33	33	34	252	219	253	1610	1358	mito
Q96Q11	434	2	False	1	27	27	28	179	152	180	434	255	matrix,mito
Q96QE5	360	1	True	1	123	123	124	359	236	360	360	1	matrix,mito
Q96QU6	501	2	False	1	86	86	87	473	387	474	501	28	mito
Q96RP9	751	5	False	1	39	39	40	332	293	333	751	419	hsp60,matrix,mito
Q96RQ3	725	3	False	1	36	36	37	492	456	493	725	233	matrix,mito
Q96RR1	684	2	False	1	243	243	244	346	103	347	684	338	hsp60,matrix,mito
Q96SZ6	601	2	False	1	99	99	100	234	135	235	601	367	matrix,mito
Q96T52	175	1	True	1	31	31	32	164	133	165	175	11	mito
Q96T66	252	1	True	1	3	3	4	245	242	246	252	7	matrix,mito
Q96TA2	773	3	False	1	320	320	321	506	186	507	773	267	mito
Q96TC7	470	1	True	1	238	238	239	452	214	453	470	18	mito
Q99390	286	2	False	1	20	20	21	269	249	270	286	17	groel
Q99497	189	1	True	0	0	0	1	189	189	0	0	0	mito
Q99551	399	2	False	1	69	69	70	172	103	173	399	227	matrix,mito
Q99623	299	1	True	1	70	70	71	203	133	204	299	96	hsp60,mito
Q99643	169	2	False	1	29	29	30	61	32	62	169	108	mito
Q99714	261	1	True	0	0	0	1	261	261	0	0	0	hsp60,matrix,mito
Q99757	166	1	True	1	52	52	53	166	114	0	0	0	matrix,mito
Q99766	200	1	True	1	24	24	25	200	176	0	0	0	mito
Q99797	713	3	False	1	72	72	73	219	147	220	713	494	hsp60,matrix,mito
Q99798	780	4	False	1	28	28	29	228	200	229	780	552	hsp60,matrix,mito
Q9BPW8	284	2	False	1	62	62	63	180	118	181	284	104	hsp60,matrix,mito
Q9BPX6	476	2	False	1	118	118	119	315	197	316	476	161	mito
Q9BQ48	92	1	True	1	46	46	47	92	46	0	0	0	matrix,mito
Q9BQ52	826	2	False	1	59	59	60	346	287	347	826	480	matrix,mito
Q9BQ69	325	1	True	1	90	90	91	325	235	0	0	0	matrix,mito
Q9BQD7	235	1	True	1	53	53	54	205	152	206	235	30	mito
Q9BQP7	344	1	True	1	140	140	141	344	204	0	0	0	hsp60,matrix,mito
Q9BQT8	299	2	False	1	3	3	4	107	104	108	299	192	mito
Q9BRQ8	373	1	True	1	10	10	11	370	360	371	373	3	mito
Q9BS92	247	2	False	1	25	25	26	137	112	138	247	110	matrix,mito
Q9BSE5	352	1	True	1	40	40	41	352	312	0	0	0	matrix,mito
Q9BSH4	297	3	False	1	54	54	55	134	80	135	297	163	hsp60,matrix,mito
Q9BSH5	251	2	False	1	8	8	9	222	214	223	251	29	matrix,mito
Q9BSK2	321	2	False	1	1	1	2	194	193	195	321	127	mito
Q9BSY4	110	2	False	0	0	0	1	49	49	50	110	61	mito
Q9BT17	334	2	False	1	27	27	28	207	180	208	334	127	hsp60,matrix,mito
Q9BT30	221	1	True	1	15	15	16	215	200	216	221	6	matrix,mito
Q9BTZ2	278	1	True	1	18	18	19	276	258	277	278	2	matrix,mito
Q9BU61	184	1	True	1	54	54	55	171	117	172	184	13	hsp60,mito
Q9BUE6	129	1	True	1	23	23	24	129	106	0	0	0	matrix,mito
Q9BUK0	85	1	True	1	10	10	11	75	65	76	85	10	mito
Q9BUP0	239	1	True	1	78	78	79	182	104	183	239	57	mito
Q9BUP3	242	1	True	0	0	0	1	242	242	0	0	0	mito
Q9BV35	468	3	False	1	12	12	13	88	76	89	468	380	mito
Q9BV79	373	2	False	1	44	44	45	358	314	359	373	15	matrix,mito
Q9BVS5	477	2	False	1	141	141	142	214	73	215	477	263	matrix,mito
Q9BVV7	248	1	True	1	133	133	134	247	114	248	248	1	mito
Q9BW72	106	1	True	1	45	45	46	105	60	106	106	1	mito
Q9BW91	350	1	True	1	168	168	169	350	182	0	0	0	matrix,mito
Q9BW92	718	4	False	1	58	58	59	120	62	121	718	598	hsp60,matrix,mito
Q9BX68	163	1	True	1	34	34	35	163	129	0	0	0	hsp60,matrix,mito
Q9BXK5	485	1	True	1	10	10	11	208	198	209	485	277	mito
Q9BXM7	581	1	True	1	264	264	265	510	246	511	581	71	mito
Q9BXR0	403	1	True	1	15	15	16	382	367	383	403	21	matrix,mito
Q9BXW6	950	5	False	0	0	0	1	147	147	148	950	803	mito
Q9BXW7	423	2	False	1	48	48	49	374	326	375	423	49	hsp60,matrix,mito
Q9BYC2	517	2	False	1	36	36	37	272	236	273	517	245	matrix,mito
Q9BYC9	149	1	True	1	61	61	62	123	62	124	149	26	matrix,mito
Q9BYD1	178	1	True	0	0	0	1	178	178	0	0	0	hsp60,matrix,mito
Q9BYD2	267	1	True	1	93	93	94	151	58	152	267	116	hsp60,matrix,mito
Q9BYD3	311	1	True	1	44	44	45	294	250	295	311	17	hsp60,matrix,mito
Q9BYD6	325	2	False	1	96	96	97	304	208	305	325	21	matrix,mito
Q9BYT8	704	3	False	1	23	23	24	175	152	176	704	529	matrix,mito
Q9BYV1	514	2	False	1	84	84	85	505	421	506	514	9	matrix,mito
Q9BYZ2	381	2	False	1	50	50	51	211	161	212	381	170	matrix,mito
Q9BZ23	570	2	False	1	203	203	204	371	168	372	570	199	mito
Q9BZJ4	359	2	False	0	0	0	1	76	76	77	359	283	mito
Q9GZT3	109	1	True	1	1	1	2	108	107	109	109	1	hsp60,matrix,mito
Q9GZT6	254	1	True	1	61	61	62	158	97	159	254	96	hsp60,mito
Q9GZT8	377	2	False	1	21	21	22	147	126	148	377	230	matrix,mito
Q9H078	707	4	False	1	119	119	120	212	93	213	707	495	mito
Q9H0C2	315	1	True	1	15	15	16	308	293	309	315	7	mito
Q9H0N5	130	1	True	1	26	26	27	130	104	0	0	0	mito
Q9H0R6	528	1	True	1	2	2	3	502	500	503	528	26	hsp60,matrix,mito
Q9H0U6	180	1	True	1	37	37	38	180	143	0	0	0	matrix,mito
Q9H1K1	167	1	True	1	33	33	34	167	134	0	0	0	matrix,mito
Q9H1K4	315	1	True	1	1	1	2	304	303	305	315	11	mito
Q9H1U9	297	1	True	1	30	30	31	297	267	0	0	0	mito
Q9H2D1	315	1	True	1	21	21	22	307	286	308	315	8	mito
Q9H2K0	278	2	False	1	75	75	76	148	73	149	278	130	matrix,mito
Q9H2U2	334	1	True	1	35	35	36	334	299	0	0	0	hsp60,matrix,mito
Q9H2W6	279	1	True	1	144	144	145	279	135	0	0	0	matrix,mito
Q9H300	379	1	True	1	160	160	161	352	192	353	379	27	mito
Q9H3H1	467	3	False	1	24	24	25	371	347	372	467	96	matrix,mito
Q9H3J6	166	1	True	1	13	13	14	127	114	128	166	39	matrix,mito
Q9H4A6	298	1	True	1	49	49	50	298	249	0	0	0	mito
Q9H4B0	414	2	False	1	38	38	39	373	335	374	414	41	matrix,mito
Q9H4I8	314	1	True	1	12	12	13	300	288	301	314	14	mito
Q9H4K7	406	2	False	1	70	70	71	223	153	224	406	183	matrix,mito
Q9H5Q4	396	1	True	1	60	60	61	304	244	305	396	92	matrix,mito
Q9H611	641	2	False	1	187	187	188	396	209	397	641	245	matrix,mito
Q9H649	340	2	False	1	4	4	5	115	111	116	340	225	matrix,mito
Q9H6R3	686	2	False	1	59	59	60	556	497	557	686	130	matrix,mito
Q9H7H0	456	1	True	1	159	159	160	312	153	313	456	144	hsp60,matrix,mito
Q9H7Z7	377	3	False	1	87	87	88	179	92	180	377	198	mito
Q9H825	291	1	True	1	175	175	176	291	116	0	0	0	matrix,mito
Q9H845	621	4	False	1	60	60	61	175	115	176	621	446	hsp60,mito
Q9H857	520	1	True	1	210	210	211	407	197	408	520	113	hsp60,matrix,mito
Q9H8M1	238	1	True	1	74	74	75	221	147	222	238	17	mito
Q9H903	347	2	False	1	53	53	54	322	269	323	347	25	matrix,mito
Q9H936	323	1	True	1	1	1	2	310	309	311	323	13	mito
Q9H9J2	332	2	False	1	54	54	55	186	132	187	332	146	hsp60,matrix,mito
Q9H9P8	463	2	False	1	49	49	50	449	400	450	463	14	mito
Q9HA77	564	2	False	1	38	38	39	356	318	357	564	208	hsp60,matrix,mito
Q9HA92	442	1	True	1	12	12	13	274	262	275	442	168	hsp60,mito
Q9HAC7	438	2	False	1	36	36	37	438	402	0	0	0	matrix,mito
Q9HAV7	217	2	False	1	47	47	48	158	111	159	217	59	matrix,mito
Q9HBH1	243	1	True	1	63	63	64	243	180	0	0	0	matrix,mito
Q9HBH5	336	1	True	1	39	39	40	334	295	335	336	2	mito
Q9HC21	320	1	True	1	9	9	10	312	303	313	320	8	mito
Q9HC36	420	2	False	1	100	100	101	193	93	194	420	227	hsp60,matrix,mito
Q9HC38	313	2	False	0	0	0	1	148	148	149	313	165	matrix,mito
Q9HCC0	563	2	False	1	28	28	29	300	272	301	563	263	hsp60,matrix,mito
Q9HD23	443	2	False	1	74	74	75	154	80	155	443	289	mito
Q9HD33	250	1	True	1	58	58	59	159	101	160	250	91	hsp60,matrix,mito
Q9HD36	204	1	True	1	14	14	15	170	156	171	204	34	mito
Q9NNW7	524	3	False	1	39	39	40	384	345	385	524	140	matrix,mito
Q9NNZ3	241	1	True	1	22	22	23	112	90	113	241	129	mito
Q9NP58	842	2	False	1	251	251	252	577	326	578	842	265	mito
Q9NP80	782	1	True	1	433	433	434	763	330	764	782	19	mito
Q9NP81	518	2	False	1	57	57	58	171	114	172	518	347	hsp60,matrix,mito
Q9NPB1	228	2	False	1	38	38	39	221	183	222	228	7	matrix,mito
Q9NPH0	428	1	True	1	32	32	33	428	396	0	0	0	mito
Q9NPJ3	140	1	True	0	0	0	1	140	140	0	0	0	hsp60,matrix,mito
Q9NQ50	206	1	True	1	82	82	83	181	99	182	206	25	matrix,mito
Q9NQE9	182	1	True	1	53	53	54	182	129	0	0	0	mito
Q9NQG6	463	2	False	1	134	134	135	458	324	459	463	5	matrix,mito
Q9NQH7	507	2	False	1	66	66	67	246	180	247	507	261	hsp60,matrix,mito
Q9NQR4	276	1	True	1	1	1	2	276	275	0	0	0	mito
Q9NQZ5	370	1	True	1	123	123	124	327	204	328	370	43	mito
Q9NR28	239	1	True	1	55	55	56	239	184	0	0	0	mito
Q9NRA0	654	2	False	1	168	168	169	316	148	317	654	338	mito
Q9NRD5	415	2	False	1	14	14	15	126	112	127	415	289	mito
Q9NRG7	293	1	True	1	1	1	2	293	292	0	0	0	mito
Q9NRK6	738	2	False	1	150	150	151	483	333	484	738	255	mito
Q9NRN9	209	1	True	1	1	1	2	209	208	0	0	0	matrix,mito
Q9NRV9	189	1	True	1	17	17	18	189	172	0	0	0	mito
Q9NRX2	175	1	True	1	2	2	3	125	123	126	175	50	matrix,mito
Q9NS18	164	1	True	1	53	53	54	164	111	0	0	0	matrix,mito
Q9NSE4	1012	5	False	1	97	97	98	257	160	258	1012	755	hsp60,matrix,mito
Q9NTG7	399	2	False	1	126	126	127	384	258	385	399	15	matrix,mito
Q9NTX5	307	1	True	1	35	35	36	288	253	289	307	19	hsp60,mito
Q9NUB1	689	2	False	1	55	55	56	550	495	551	689	139	mito
Q9NUJ1	306	1	True	1	61	61	62	301	240	302	306	5	hsp60,matrix,mito
Q9NUL7	540	2	False	1	87	87	88	354	267	355	540	186	matrix,mito
Q9NUT2	735	2	False	1	202	202	203	469	267	470	735	266	mito
Q9NVH0	621	1	True	1	61	61	62	258	197	259	621	363	matrix,mito
Q9NVH1	559	1	True	1	2	2	3	97	95	98	559	462	mito
Q9NVH6	421	2	False	1	36	36	37	137	101	138	421	284	matrix,mito
Q9NVI7	586	1	True	1	304	304	305	492	188	493	586	94	hsp60,mito
Q9NVS2	196	1	True	1	67	67	68	132	65	133	196	64	matrix,mito
Q9NVS9	261	1	True	1	50	50	51	261	211	0	0	0	matrix,mito
Q9NVV4	582	2	False	1	199	199	200	332	133	333	582	250	hsp60,matrix,mito
Q9NW81	257	1	True	1	65	65	66	232	167	233	257	25	mito
Q9NWU1	459	2	False	1	34	34	35	303	269	304	459	156	matrix,mito
Q9NWU5	206	1	True	1	40	40	41	206	166	0	0	0	hsp60,matrix,mito
Q9NWX6	298	1	True	1	29	29	30	298	269	0	0	0	matrix,mito
Q9NX18	166	1	True	1	61	61	62	151	90	152	166	15	matrix,mito
Q9NX20	251	1	True	1	54	54	55	232	178	233	251	19	hsp60,matrix,mito
Q9NX36	388	1	True	1	34	34	35	112	78	113	388	276	mito
Q9NX47	278	1	True	1	2	2	3	74	72	75	278	204	mito
Q9NX74	493	2	False	1	7	7	8	257	250	258	493	236	matrix,mito
Q9NXA8	310	2	False	1	48	48	49	296	248	297	310	14	matrix,mito
Q9NXH9	659	3	False	1	53	53	54	440	387	441	659	219	matrix,mito
Q9NYK5	338	2	False	1	73	73	74	128	55	129	338	210	hsp60,matrix,mito
Q9NYQ3	351	1	True	1	1	1	2	351	350	0	0	0	mito
Q9NYZ2	338	2	False	1	24	24	25	177	153	178	338	161	mito
Q9NZ45	108	1	True	1	60	60	61	108	48	0	0	0	mito
Q9NZB8	636	2	False	1	57	57	58	384	327	385	636	252	matrix,mito
Q9NZE8	188	1	True	1	101	101	102	163	62	164	188	25	matrix,mito
Q9NZJ6	369	1	True	1	95	95	96	332	237	333	369	37	mito
Q9NZJ7	389	1	True	1	84	84	85	388	304	389	389	1	mito
Q9P015	296	1	True	1	85	85	86	177	92	178	296	119	hsp60,matrix,mito
Q9P0J1	537	1	True	1	71	71	72	537	466	0	0	0	mito
Q9P0M9	148	1	True	1	34	34	35	148	114	0	0	0	matrix,mito
Q9P0S9	112	1	True	0	0	0	1	112	112	0	0	0	mito
Q9P291	453	1	True	1	191	191	192	452	261	453	453	1	mito
Q9P2J9	529	1	True	1	70	70	71	524	454	525	529	5	matrix,mito
Q9P2R7	463	3	False	1	53	53	54	296	243	297	463	167	hsp60,matrix,mito
Q9UBJ2	740	2	False	1	94	94	95	427	333	428	740	313	mito
Q9UBQ7	328	2	False	1	8	8	9	320	312	321	328	8	matrix,mito
Q9UBX3	287	1	True	1	7	7	8	284	277	285	287	3	mito
Q9UDR5	926	5	False	1	24	24	25	152	128	153	926	774	matrix,mito
Q9UDW1	63	1	True	1	1	1	2	63	62	0	0	0	mito
Q9UF12	460	1	True	1	54	54	55	451	397	452	460	9	mito
Q9UFN0	247	2	False	1	25	25	26	136	111	137	247	111	hsp60,matrix,mito
Q9UGC7	380	3	False	1	60	60	61	123	63	124	380	257	matrix,mito
Q9UGM6	360	2	False	1	35	35	36	358	323	359	360	2	matrix,mito
Q9UH62	379	2	False	1	62	62	63	213	151	214	379	166	mito
Q9UHK6	382	2	False	1	2	2	3	316	314	317	382	66	matrix,mito
Q9UHN1	485	2	False	1	58	58	59	379	321	380	485	106	matrix,mito
Q9UI17	866	5	False	1	51	51	52	430	379	431	866	436	matrix,mito
Q9UI32	602	3	False	1	68	68	69	149	81	150	602	453	matrix,mito
Q9UI43	246	1	True	1	50	50	51	246	196	0	0	0	matrix,mito
Q9UIF7	546	3	False	1	91	91	92	306	215	307	546	240	matrix,mito
Q9UII2	106	2	False	1	25	25	26	72	47	73	106	34	matrix,mito
Q9UIJ7	227	1	True	1	1	1	2	227	226	0	0	0	hsp60,matrix,mito
Q9UJ68	235	1	True	1	23	23	24	235	212	0	0	0	matrix,mito
Q9UJA2	301	1	True	1	100	100	101	298	198	299	301	3	mito
Q9UJS0	675	3	False	1	5	5	6	88	83	89	675	587	hsp60,mito
Q9UJZ1	356	1	True	1	63	63	64	196	133	197	356	160	hsp60,mito
Q9UK39	431	1	True	1	115	115	116	429	314	430	431	2	matrix,mito
Q9UKA2	621	2	False	1	284	284	285	426	142	427	621	195	mito
Q9UKG9	612	3	False	1	16	16	17	537	521	538	612	75	mito
Q9UKK9	219	1	True	0	0	0	1	208	208	209	219	11	mito
Q9UKU0	697	1	True	1	79	79	80	555	476	556	697	142	mito
Q9UKU7	415	3	False	1	22	22	23	155	133	156	415	260	matrix,mito
Q9UL12	918	5	False	1	68	68	69	446	378	447	918	472	matrix,mito
Q9ULD0	1010	4	False	1	107	107	108	203	96	204	1010	807	matrix,mito
Q9UMS0	254	2	False	1	50	50	51	155	105	156	254	99	hsp60,matrix,mito
Q9UMX3	212	1	True	1	22	22	23	184	162	185	212	28	mito
Q9UQ90	795	4	False	1	152	152	153	249	97	250	795	546	mito
Q9Y234	373	2	False	1	26	26	27	271	245	272	373	102	matrix,mito
Q9Y241	93	1	True	1	26	26	27	90	64	91	93	3	mito
Q9Y276	419	1	True	1	181	181	182	355	174	356	419	64	hsp60,mito
Q9Y277	283	1	True	0	0	0	1	283	283	0	0	0	mito
Q9Y2C4	368	2	False	1	58	58	59	298	240	299	368	70	mito
Q9Y2D0	317	1	True	1	38	38	39	303	265	304	317	14	matrix,mito
Q9Y2Q3	226	1	True	1	4	4	5	212	208	213	226	14	hsp60,matrix,mito
Q9Y2R5	130	1	True	0	0	0	1	110	110	111	130	20	hsp60,matrix,mito
Q9Y2R9	242	1	True	1	71	71	72	240	169	241	242	2	matrix,mito
Q9Y2S7	368	1	True	1	234	234	235	361	127	362	368	7	hsp60,matrix,mito
Q9Y2W6	561	4	False	1	47	47	48	122	75	123	561	439	mito
Q9Y2Z2	717	4	False	1	29	29	30	259	230	260	717	458	hsp60,matrix,mito
Q9Y2Z4	477	3	False	1	27	27	28	273	246	274	477	204	hsp60,matrix,mito
Q9Y2Z9	468	2	False	1	34	34	35	331	297	332	468	137	mito
Q9Y305	439	2	False	1	96	96	97	243	147	244	439	196	mito
Q9Y375	327	1	True	1	131	131	132	303	172	304	327	24	mito
Q9Y399	296	1	True	1	82	82	83	283	201	284	296	13	hsp60,matrix,mito
Q9Y3B7	192	2	False	1	16	16	17	83	67	84	192	109	matrix,mito
Q9Y3B8	237	1	True	1	31	31	32	223	192	224	237	14	matrix,mito
Q9Y3D2	182	1	True	1	45	45	46	182	137	0	0	0	matrix,mito
Q9Y3D3	137	1	True	0	0	0	1	135	135	136	137	2	hsp60,matrix,mito
Q9Y3D5	142	1	True	1	65	65	66	130	65	131	142	12	matrix,mito
Q9Y3D6	152	1	True	0	0	0	1	152	152	0	0	0	mito
Q9Y3D7	125	1	True	1	53	53	54	114	61	115	125	11	mito
Q9Y3E2	137	1	True	1	30	30	31	118	88	119	137	19	matrix,mito
Q9Y3E5	179	1	True	1	62	62	63	179	117	0	0	0	mito
Q9Y4W6	797	4	False	1	155	155	156	251	96	252	797	546	hsp60,mito
Q9Y512	469	2	False	1	33	33	34	127	94	128	469	342	hsp60,mito
Q9Y5J6	103	1	True	0	0	0	1	88	88	89	103	15	mito
Q9Y5J7	89	1	True	0	0	0	1	89	89	0	0	0	mito
Q9Y5J9	83	1	True	0	0	0	1	83	83	0	0	0	hsp60,mito
Q9Y5L4	95	1	True	1	30	30	31	94	64	95	95	1	hsp60,mito
Q9Y5R4	338	2	False	1	42	42	43	125	83	126	338	213	matrix,mito
Q9Y5T4	150	1	True	1	81	81	82	148	67	149	150	2	mito
Q9Y606	427	2	False	1	73	73	74	196	123	197	427	231	matrix,mito
Q9Y619	301	1	True	1	1	1	2	298	297	299	301	3	mito
Q9Y676	258	1	True	1	102	102	103	166	64	167	258	92	matrix,mito
Q9Y697	457	2	False	1	59	59	60	421	362	422	457	36	hsp60,matrix,mito
Q9Y6C9	303	1	True	1	3	3	4	289	286	290	303	14	mito
Q9Y6E7	314	2	False	1	53	53	54	306	253	307	314	8	matrix,mito
Q9Y6J8	313	2	False	1	9	9	10	147	138	148	313	166	matrix,mito
Q9Y6N1	276	1	True	1	139	139	140	272	133	273	276	4	mito
Q9Y6N5	450	2	False	1	45	45	46	360	315	361	450	90	mito
